word,tfidf_score
好き,0.44861102068950875
アニメ,0.44436579151034566
さん,0.23406004698827831
フォロー,0.22668155643339907
ゲーム,0.15870777420805476
大好き,0.13050111246020596
情報,0.11140588731163556
アカウント,0.10924683815227239
ちゃん,0.10909657073025095
漫画,0.10665038790627693
