開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-07-04,2020-09-26,放送,TOKYO MX,,土曜 23:30 - 日曜 0:00,2020年7月4日 - 9月26日
2020-07-04,2020-09-26,放送,とちぎテレビ,,土曜 23:30 - 日曜 0:00,2020年7月4日 - 9月26日
2020-07-04,2020-09-26,放送,群馬テレビ,,土曜 23:30 - 日曜 0:00,2020年7月4日 - 9月26日
2020-07-04,2020-09-26,放送,BS11,,土曜 23:30 - 日曜 0:00,2020年7月4日 - 9月26日
2020-07-04,2020-09-26,放送,AT-X,,土曜 23:30 - 日曜 0:00,2020年7月4日 - 9月26日
2020-07-06,2020-09-28,放送,テレビ愛知,,月曜 2:05 - 2:35（日曜深夜）,2020年7月6日 - 9月28日
2020-07-07,2020-09-29,放送,読売テレビ,,火曜 1:59 - 2:29（月曜深夜）,2020年7月7日 - 9月29日
2020-07-22,2020-10-14,放送,長崎文化放送,,水曜 1:54 - 2:21（火曜深夜）,2020年7月22日 - 10月14日
2020-07-04,,配信,,dアニメストア,土曜 23:30 更新,2020年7月4日
2020-07-07,,配信,,ABEMA,火曜 23:30 - 水曜 0:00,2020年7月7日
2020-07-09,,配信,,ニコニコ生放送,木曜 23:30 - 金曜 0:00,2020年7月9日
2020-07-09,,配信,,ニコニコチャンネル,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,GYAO!,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,ひかりTV,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,FOD,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,バンダイチャンネル,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,hulu,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,J:COMオンデマンド,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,TELASA,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,U-NEXT,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,アニメ放題,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,Amazonプライム・ビデオ,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,Netflix,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,マンガUP!,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,Rakuten TV,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,DMM.com,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,ビデオマーケット,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,HAPPY!動画,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,ムービーフルPLUS,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,クランクイン!ビデオ,木曜 23:30 更新,2020年7月9日
2020-07-09,,配信,,PlayStation Video,木曜 23:30 更新,2020年7月9日
2023-01-08,,放送,TOKYO MX,,日曜 0:30 - 1:00（土曜深夜）,2023年1月8日 -
2023-01-08,,放送,とちぎテレビ,,日曜 0:30 - 1:00（土曜深夜）,2023年1月8日 -
2023-01-08,,放送,群馬テレビ,,日曜 0:30 - 1:00（土曜深夜）,2023年1月8日 -
2023-01-08,,放送,BS11,,日曜 0:30 - 1:00（土曜深夜）,2023年1月8日 -
2023-01-08,,放送,AT-X,,日曜 0:30 - 1:00（土曜深夜）,2023年1月8日 -
2023-01-11,,放送,テレビ愛知,,水曜 2:05 - 2:35（火曜深夜）,2023年1月11日 -
2023-01-11,,放送,読売テレビ,,水曜 3:41 - 4:11（火曜深夜）,2023年1月11日 -
2023-01-08,,配信,,dアニメストア,日曜 0:30 更新,2023年1月8日
2023-01-15,,配信,,ABEMA,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ニコニコ生放送,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ニコニコチャンネル,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ひかりTV,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,GYAO!,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,FOD,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,バンダイチャンネル,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,hulu,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,TELASA,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,J:COMオンデマンド,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,milplus,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,U-NEXT,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,アニメ放題,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,Amazonプライム・ビデオ,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,DMM TV,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,Netflix,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,Rakuten TV,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,music.jp,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ビデオマーケット,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,HAPPY!動画,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,マンガUP!,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,クランクイン!ビデオ,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ムービーフルPLUS,日曜 0:30 更新,2023年1月15日
2023-01-15,,配信,,ytv MyDo!,日曜 10:00 更新,2023年1月15日
2023-01-15,,配信,,TVer,日曜 10:00 更新,2023年1月15日
