開始,終了,タイプ,放送局,配信サイト,時間
2020-04-04,2020-08-08,放送,テレビ東京,,土曜 1:23 - 1:53（金曜深夜）
2020-04-04,2020-08-08,放送,テレビ愛知,,土曜 2:05 - 2:35（金曜深夜）
2020-04-04,2020-08-08,放送,テレビ大阪,,土曜 2:10 - 2:40（金曜深夜）
2020-04-04,2020-08-08,放送,AT-X,,土曜 23:00 - 23:30
2020-04-04,,配信,,dアニメストア,土曜 23:00 更新
2020-04-04,,配信,,ニコニコ動画,土曜 23:00 更新
2020-04-04,,配信,,ビデオマーケット,土曜 23:00 更新
2020-04-04,,配信,,ムービーフルPlus,土曜 23:00 更新
2020-04-04,,配信,,Google,土曜 23:00 更新
2020-04-04,,配信,,Rakuten TV,土曜 23:00 更新
2020-04-07,,配信,,あにてれ,火曜 12:00 更新
2020-04-07,,配信,,Paravi,火曜 12:00 更新
2020-04-07,,配信,,U-NEXT,火曜 12:00 更新
2020-04-18,,配信,,ひかりTV,未定
2020-04-04,,配信,,Amazonプライム・ビデオ,未定
2020-04-05,,配信,,HAPPY!動画,未定
2020-04-07,,配信,,J:COMオンデマンド,未定
2020-04-07,,配信,,auスマートパスプレミアム,未定
2020-04-07,,配信,,Hulu,未定
