開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-03,2021-12-19,放送,テレビ大阪,,日曜 1:26 - 1:56（土曜深夜）,2021年10月3日 - 12月19日
2021-10-03,2021-12-19,放送,テレビ愛知,,日曜 1:55 - 2:25（土曜深夜）,2021年10月3日 - 12月19日
2021-10-03,2021-12-19,放送,TOKYO MX,,日曜 23:30 - 月曜 0:00,2021年10月3日 - 12月19日
2021-10-03,2021-12-19,放送,BS日テレ,,日曜 23:30 - 月曜 0:00,2021年10月3日 - 12月19日
2021-10-06,2021-12-22,放送,AT-X,,水曜 23:30 - 木曜 0:00,2021年10月6日 - 12月22日
2021-10-04,,配信,,Amazon Prime Video,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,FOD,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,Hulu,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,J:COMオンデマンド,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,milplus,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,TELASA,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,U-NEXT,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,アニメ放題,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,アニメカ,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,バンダイチャンネル,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,ひかりTV,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,ABEMA,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,GYAO!,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,Locipo,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,TVer,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,DMM.com,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,Google Play,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,GYAO!ストア,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,music.jp,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,Rakuten TV,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,ニコニコチャンネル,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,ビデオマーケット,月曜 0:00 更新,2021年10月4日
2021-10-04,,配信,,ビデックスJP,月曜 10:00 更新,2021年10月4日
2021-10-04,,配信,,ふらっと動画,月曜 12:00 更新,2021年10月4日
2021-10-04,,配信,,dTV,月曜 18:00 更新,2021年10月4日
2021-10-04,,配信,,TSUTAYA TV,月曜 19:00 更新,2021年10月4日
2021-10-04,,配信,,ニコニコ生放送,月曜 23:30 - 火曜 0:00,2021年10月4日
2021-10-07,,配信,,HAPPY!動画,木曜 12:00 更新,2021年10月7日
