開始,終了,タイプ,放送局,配信サイト,時間
2022-04-09,2022-06-25,放送,テレビ東京（製作参加）ほか系列全6局,,土曜 23:00 - 23:30
2022-04-11,2022-06-27,放送,BSテレ東,,月曜 0:35 - 1:05（日曜深夜）
2022-04-11,2022-06-27,放送,AT-X,,月曜 22:00 - 22:30
2022-04-12,2022-06-28,放送,新潟テレビ21,,火曜 1:45 - 2:15（月曜深夜）
2022-04-12,2022-06-28,放送,テレビ静岡,,火曜 2:00 - 2:30（月曜深夜）
2022-04-13,2022-06-29,放送,東北放送,,水曜 1:00 - 1:30（火曜深夜）
2022-04-14,2022-06-30,放送,中国放送,,木曜 1:25 - 1:55（水曜深夜）
2022-04-23,2022-07-09,放送,テレビユー福島,,土曜 1:55 - 2:25（金曜深夜）
2022-04-25,2022-07-18,放送,テレビ山梨,,月曜 0:50 - 1:20（日曜深夜）
2022-04-29,2022-07-15,放送,テレビ和歌山,,金曜 0:35 - 1:05（木曜深夜）
2022-05-03,2022-07-19,放送,南日本放送,,火曜 0:55 - 1:25（月曜深夜）
2022-05-07,2022-07-30,放送,アニマックス,,土曜 20:30 - 21:00
2022-05-07,2022-08-13,放送,長野朝日放送,,土曜 16:00 - 16:30
2022-05-09,2022-08-01,放送,びわ湖放送,,月曜 1:30 - 2:00（日曜深夜）
2022-05-22,2022-08-07,放送,長崎放送,,日曜 1:28 - 1:58（土曜深夜）
2022-06-04,2022-08-20,放送,山陰放送,,土曜 1:55 - 2:25（金曜深夜）
2022-06-11,2022-09-03,放送,IBC岩手放送,,土曜 1:55 - 2:25（金曜深夜）
2022-04-09,,配信,,ABEMAビデオ（ABEMAプレミアム）,土曜 23:30 更新
2022-04-09,,配信,,Amazon Prime Video,土曜 23:30 更新
2022-04-09,,配信,,Disney+,土曜 23:30 更新
2022-04-09,,配信,,dTV,土曜 23:30 更新
2022-04-09,,配信,,dアニメストア（本店・ニコニコ支店[113]・for Prime Video）,土曜 23:30 更新
2022-04-09,,配信,,FOD,土曜 23:30 更新
2022-04-09,,配信,,Hulu,土曜 23:30 更新
2022-04-09,,配信,,J:COMオンデマンド,土曜 23:30 更新
2022-04-09,,配信,,milplus,土曜 23:30 更新
2022-04-09,,配信,,Netflix,土曜 23:30 更新
2022-04-09,,配信,,Paravi,土曜 23:30 更新
2022-04-09,,配信,,TELASA,土曜 23:30 更新
2022-04-09,,配信,,auスマートパスプレミアム,土曜 23:30 更新
2022-04-09,,配信,,U-NEXT,土曜 23:30 更新
2022-04-09,,配信,,アニメカ,土曜 23:30 更新
2022-04-09,,配信,,アニメタイムズ,土曜 23:30 更新
2022-04-09,,配信,,アニメ放題,土曜 23:30 更新
2022-04-09,,配信,,バンダイチャンネル,土曜 23:30 更新
2022-04-09,,配信,,ネットもテレ東,土曜 23:30 更新
2022-04-09,,配信,,DMM.com,土曜 23:30 更新
2022-04-09,,配信,,Google Play,土曜 23:30 更新
2022-04-09,,配信,,GYAO!ストア,土曜 23:30 更新
2022-04-09,,配信,,HAPPY!動画,土曜 23:30 更新
2022-04-09,,配信,,music.jp,土曜 23:30 更新
2022-04-09,,配信,,Rakuten TV,土曜 23:30 更新
2022-04-09,,配信,,ビデックスJP,土曜 23:30 更新
2022-04-09,,配信,,ビデオマーケット,土曜 23:30 更新
2022-04-09,,配信,,ムービーフルPlus,土曜 23:30 更新
2022-04-09,,配信,,ABEMA[114],土曜 23:30 - 日曜 0:00
2022-10-01,2022-12-24,放送,テレビ東京（製作参加）ほか系列全6局,,土曜 23:00 - 23:30
2022-10-03,2022-12-26,放送,BSテレ東,,月曜 0:35 - 1:05（日曜深夜）
2022-10-03,2022-12-26,放送,AT-X,,月曜 22:00 - 22:30
2022-10-04,2022-12-27,放送,テレビ静岡,,火曜 0:25 - 0:55（月曜深夜）
2022-10-04,2022-12-27,放送,新潟テレビ21,,火曜 1:45 - 2:15（月曜深夜）
2022-10-05,2022-12-28,放送,東北放送,,水曜 1:00 - 1:30（火曜深夜）
2022-10-06,2022-12-29,放送,中国放送,,木曜 0:58 - 1:28（水曜深夜）
2022-10-14,2023-01-06,放送,テレビ和歌山,,金曜 0:05 - 0:35（木曜深夜）
2022-10-14,2023-01-06,放送,琉球放送,,金曜 0:59 - 1:29（木曜深夜）
2022-10-14,2023-01-06,放送,くまもと県民テレビ,,金曜 1:29 - 1:59（木曜深夜）
2022-10-16,2023-01-08,放送,長崎放送,,日曜 13:00 - 13:30
2022-10-22,2023-01-21,放送,IBC岩手放送,,土曜 1:55 - 2:25（金曜深夜）
2022-10-22,2023-01-21,放送,テレビユー福島,,土曜 1:55 - 2:25（金曜深夜）
2022-10-22,2023-01-21,放送,宮崎放送,,土曜 17:00 - 17:30
2022-10-30,2023-02-05,放送,さくらんぼテレビ,,日曜 1:15 - 1:45（土曜深夜）
2022-10-30,2023-01-29,放送,岐阜放送,,日曜 21:30 - 22:00
2022-10-31,2023-01-30,放送,テレビ山梨,,月曜 0:50 - 1:20（日曜深夜）
2022-11-05,2023-02-04,放送,アニマックス,,土曜 20:30 - 21:00
2022-11-07,2023-01-30,放送,びわ湖放送,,月曜 1:30 - 2:00（日曜深夜）
2022-11-12,2023-03-11,放送,長野朝日放送,,土曜 16:00 - 16:30
2022-11-26,2023-02-18,放送,山陰放送,,土曜 1:55 - 2:25（金曜深夜）
2022-12-13,2023-03-14,放送,青森テレビ,,火曜 1:25 - 1:55（月曜深夜）
2022-10-01,,配信,,ABEMAビデオ（ABEMAプレミアム）,土曜 23:30 更新
2022-10-01,,配信,,Amazon Prime Video,土曜 23:30 更新
2022-10-01,,配信,,Disney+,土曜 23:30 更新
2022-10-01,,配信,,dTV,土曜 23:30 更新
2022-10-01,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,土曜 23:30 更新
2022-10-01,,配信,,FOD,土曜 23:30 更新
2022-10-01,,配信,,Hulu,土曜 23:30 更新
2022-10-01,,配信,,J:COMオンデマンド,土曜 23:30 更新
2022-10-01,,配信,,milplus,土曜 23:30 更新
2022-10-01,,配信,,Netflix,土曜 23:30 更新
2022-10-01,,配信,,Paravi,土曜 23:30 更新
2022-10-01,,配信,,TELASA,土曜 23:30 更新
2022-10-01,,配信,,auスマートパスプレミアム,土曜 23:30 更新
2022-10-01,,配信,,U-NEXT,土曜 23:30 更新
2022-10-01,,配信,,アニメカ,土曜 23:30 更新
2022-10-01,,配信,,アニメタイムズ,土曜 23:30 更新
2022-10-01,,配信,,アニメ放題,土曜 23:30 更新
2022-10-01,,配信,,バンダイチャンネル,土曜 23:30 更新
2022-10-01,,配信,,ネットもテレ東,土曜 23:30 更新
2022-10-01,,配信,,ABEMA,土曜 23:30 更新
2022-10-01,,配信,,DMM.com,土曜 23:30 更新
2022-10-01,,配信,,Google Play,土曜 23:30 更新
2022-10-01,,配信,,GYAO!ストア,土曜 23:30 更新
2022-10-01,,配信,,HAPPY!動画,土曜 23:30 更新
2022-10-01,,配信,,music.jp,土曜 23:30 更新
2022-10-01,,配信,,Rakuten TV,土曜 23:30 更新
2022-10-01,,配信,,ビデックスJP,土曜 23:30 更新
2022-10-01,,配信,,ビデオマーケット,土曜 23:30 更新
2022-10-01,,配信,,ムービーフルPlus,土曜 23:30 更新
2022-10-01,,配信,,ABEMA[119],土曜 23:30 - 日曜 0:00
