開始,終了,タイプ,放送局,配信サイト,時間
2022-10-03,2022-12-19,放送,AT-X,,月曜 21:00 - 21:30
2022-10-03,2022-12-19,放送,TOKYO MX,,月曜 22:30 - 23:00
2022-10-03,2022-12-19,放送,BS日テレ,,月曜 23:30 - 火曜 0:00
2022-10-04,2022-12-20,放送,KBS京都,,火曜 0:00 - 0:30（月曜深夜）
2022-10-04,2022-12-20,放送,サンテレビ,,火曜 0:00 - 0:30（月曜深夜）
2022-10-03,,配信,,dアニメストア,月曜 22:00 更新
2022-10-06,,配信,,ABEMA,木曜 22:00 - 22:30
2022-10-10,,配信,,ニコニコ生放送,順次更新
2022-10-10,,配信,,ニコニコチャンネル,順次更新
2022-10-10,,配信,,GYAO!,順次更新
2022-10-10,,配信,,ひかりTV,順次更新
2022-10-10,,配信,,FOD,順次更新
2022-10-10,,配信,,バンダイチャンネル,順次更新
2022-10-10,,配信,,Hulu,順次更新
2022-10-10,,配信,,TELASA,順次更新
2022-10-10,,配信,,J:COMオンデマンド,順次更新
2022-10-10,,配信,,milplus,順次更新
2022-10-10,,配信,,アニメ放題,順次更新
2022-10-10,,配信,,Amazon Prime Video,順次更新
2022-10-10,,配信,,U-NEXT,順次更新
2022-10-10,,配信,,Rakuten TV,順次更新
2022-10-10,,配信,,DMM.com,順次更新
2022-10-10,,配信,,music.jp,順次更新
2022-10-10,,配信,,ビデオマーケット,順次更新
2022-10-10,,配信,,HAPPY!動画,順次更新
2022-10-10,,配信,,クランクイン！ビデオ,順次更新
2022-10-10,,配信,,ムービーフルplus,順次更新
