開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-07,2021-06-23,放送,AT-X,,水曜 22:30 - 23:00,2021年4月7日 - 6月23日
2021-04-07,2021-06-23,放送,TOKYO MX,,水曜 23:30 - 木曜 0:00,2021年4月7日 - 6月23日
2021-04-08,2021-06-24,放送,BS11,,木曜 1:00 - 1:30（水曜深夜）,2021年4月8日 - 6月24日
2021-04-09,2021-06-25,放送,サンテレビ,,金曜 1:00 - 1:30（木曜深夜）,2021年4月9日 - 6月25日
2021-04-10,2021-06-26,放送,KBS京都,,土曜 1:00 - 1:30（金曜深夜）,2021年4月10日 - 6月26日
2021-04-07,,配信,,dアニメストア,水曜 23:00 更新,2021年4月7日
2021-04-14,,配信,,ABEMA,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,niconico,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,GYAO!,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,ひかりTV,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,FOD,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,Netflix,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,バンダイチャンネル,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,Hulu,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,J:COMオンデマンド,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,TELASA,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,アニメ放題,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,U-NEXT,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,Amazon Prime Video,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,Rakuten TV,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,DMM.com,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,ビデオマーケット,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,クランクイン！ビデオ,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,HAPPY!動画,水曜 23:00以降 更新,2021年4月14日
2021-04-14,,配信,,ムービーフルplus,水曜 23:00以降 更新,2021年4月14日
