開始,終了,タイプ,放送局,配信サイト,時間
2023-01-07,2023-03-25,放送,毎日放送,,土曜 1:55 - 2:25（金曜深夜）
2023-01-07,2023-03-25,放送,TBSテレビ,,土曜 1:55 - 2:25（金曜深夜）
2023-01-07,2023-03-25,放送,BS-TBS,,土曜 2:30 - 3:00（金曜深夜）
2023-01-11,2023-03-29,放送,AT-X,,水曜 22:00 - 22:30
2023-01-07,,配信,,ABEMAプレミアム,土曜 12:00 更新
2023-01-07,,配信,,ABEMA,土曜 12:00 更新
2023-01-07,,配信,,dアニメストア,土曜 12:00 更新
2023-01-12,,配信,,MBS動画イズム,木曜 12:00 以降順次更新
2023-01-12,,配信,,GYAO!,木曜 12:00 以降順次更新
2023-01-12,,配信,,TVer,木曜 12:00 以降順次更新
2023-01-12,,配信,,ニコニコチャンネル,木曜 12:00 以降順次更新
2023-01-12,,配信,,ニコニコ生放送,木曜 12:00 以降順次更新
2023-01-12,,配信,,アニメ放題,木曜 12:00 以降順次更新
2023-01-12,,配信,,auスマートパスプレミアム,木曜 12:00 以降順次更新
2023-01-12,,配信,,FOD,木曜 12:00 以降順次更新
2023-01-12,,配信,,J:COMオンデマンドメガパック,木曜 12:00 以降順次更新
2023-01-12,,配信,,DMM TV,木曜 12:00 以降順次更新
2023-01-12,,配信,,TELASA,木曜 12:00 以降順次更新
2023-01-12,,配信,,バンダイチャンネル,木曜 12:00 以降順次更新
2023-01-12,,配信,,Hulu,木曜 12:00 以降順次更新
2023-01-12,,配信,,Amazon Prime Video,木曜 12:00 以降順次更新
2023-01-12,,配信,,ふらっと動画,木曜 12:00 以降順次更新
2023-01-12,,配信,,U-NEXT,木曜 12:00 以降順次更新
2023-01-12,,配信,,WOWOWオンデマンド,木曜 12:00 以降順次更新
2023-01-12,,配信,,milplus,木曜 12:00 以降順次更新
2023-01-12,,配信,,GYAO!ストア,木曜 12:00 以降順次更新
2023-01-12,,配信,,Google Play,木曜 12:00 以降順次更新
2023-01-12,,配信,,J:COMオンデマンド,木曜 12:00 以降順次更新
2023-01-12,,配信,,HAPPY!動画,木曜 12:00 以降順次更新
2023-01-12,,配信,,ビデオマーケット,木曜 12:00 以降順次更新
2023-01-12,,配信,,music.jp,木曜 12:00 以降順次更新
2023-01-12,,配信,,Rakuten TV,木曜 12:00 以降順次更新
