開始,終了,タイプ,放送局,配信サイト,時間
2022-01-12,2022-03-30,放送,テレビ東京,,水曜 0:00 - 0:30（火曜深夜）
2022-01-12,2022-03-30,放送,北海道テレビ,,水曜 1:55 - 2:25（火曜深夜）
2022-01-12,2022-03-30,放送,AT-X,,水曜 21:30 - 22:00
2022-01-15,2022-04-02,放送,BSテレ東,,土曜 0:30 - 0:59（金曜深夜）
2022-01-12,,配信,,ABEMA[24],水曜 0:30 - 1:00（火曜深夜）
2022-01-14,,配信,,Google Play,金曜 0:00（木曜深夜） 更新
2022-01-14,,配信,,ひかりTV,金曜 0:00（木曜深夜） 更新
2022-01-15,,配信,,ツイキャス,土曜 0:00（金曜深夜） 更新
2022-01-15,,配信,,バンダイチャンネル,土曜 0:00（金曜深夜） 更新
2022-01-15,,配信,,Hulu,土曜 0:00（金曜深夜） 更新
2022-01-16,,配信,,アニメ放題,日曜 0:00（土曜深夜） 更新
2022-01-16,,配信,,U-NEXT,日曜 0:00（土曜深夜） 更新
2022-01-17,,配信,,Amazon Prime Video,月曜 0:00（日曜深夜） 更新
2022-01-17,,配信,,auスマートパスプレミアム,月曜 0:00（日曜深夜） 更新
2022-01-17,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新
2022-01-17,,配信,,TELASA,月曜 0:00（日曜深夜） 更新
2022-01-17,,配信,,dアニメストア,月曜 0:00（日曜深夜） 更新
2022-01-17,,配信,,milplus,月曜 0:00（日曜深夜） 更新
2022-01-18,,配信,,AnimeFesta,火曜 0:00（月曜深夜） 更新
2022-01-18,,配信,,FOD,火曜 0:00（月曜深夜） 更新
2022-01-18,,配信,,dTV,火曜 0:00（月曜深夜） 更新
2022-01-18,,配信,,ニコニコチャンネル[25],火曜 0:00（月曜深夜） 更新
2022-01-18,,配信,,ニコニコ生放送[25],火曜 0:00 - 0:30（月曜深夜）
2022-01-18,,配信,,GYAO!ストア,火曜 23:30 更新
2022-01-18,,配信,,クランクイン！ビデオ,火曜 23:30 更新
2022-01-18,,配信,,DMM.com,火曜 23:30 更新
2022-01-18,,配信,,ビデオマーケット,火曜 23:30 更新
2022-01-18,,配信,,music.jp,火曜 23:30 更新
2022-01-18,,配信,,Rakuten TV,火曜 23:30 更新
2022-01-19,,配信,,HAPPY!動画,水曜 12:00 更新
