開始,終了,タイプ,放送局,配信サイト,時間
2020-07-12,2020-09-27,放送,TOKYO MX1,,日曜 22:30 - 23:00
2020-07-15,2020-09-30,放送,BS11,,水曜 0:00 - 0:30（火曜深夜）
2020-07-15,2020-09-30,放送,毎日放送,,水曜 3:00 ‐ 3:30（火曜深夜）
2018-03-09,2018-05-25,配信,,Netflix,金曜更新
2020-07-14,,配信,,J:COMオンデマンド,火曜 0:00 更新
2020-07-14,,配信,,TELASA,火曜 0:00 更新
2020-07-14,,配信,,milplus,火曜 0:00 更新
2020-07-13,,配信,,Amazonプライム・ビデオ,木曜 12:00（一挙配信）
2020-07-13,,配信,,GYAO!ストア,木曜 12:00（一挙配信）
2020-07-13,,配信,,TSUTAYA TV,木曜 12:00（一挙配信）
2020-07-13,,配信,,DMM.com,木曜 12:00（一挙配信）
2020-07-13,,配信,,HAPPY動画,木曜 12:00（一挙配信）
2020-07-13,,配信,,バンダイチャンネル,木曜 12:00（一挙配信）
2020-07-13,,配信,,ひかりTV,木曜 12:00（一挙配信）
2020-07-13,,配信,,ビデオマーケット,木曜 12:00（一挙配信）
2020-07-13,,配信,,music.jp,木曜 12:00（一挙配信）
2020-07-13,,配信,,ムービーフル,木曜 12:00（一挙配信）
2020-07-13,,配信,,U-NEXT,木曜 12:00（一挙配信）
2020-07-13,,配信,,Rakuten TV,木曜 12:00（一挙配信）
