開始,終了,タイプ,放送局,配信サイト,時間
2021-07-06,2021-09-21,放送,テレビ東京,,火曜 2:00 - 2:30（月曜深夜）
2021-07-06,2021-09-21,放送,AT-X,,火曜 22:30 - 23:00
2021-07-07,2021-09-22,放送,BSフジ,,水曜 0:30 - 1:00（火曜深夜）
2021-07-06,,配信,,ABEMA,火曜 12:00 更新
2021-07-11,,配信,,Amazon Prime Video,日曜 12:00以降 更新
2021-07-11,,配信,,U-NEXT,日曜 12:00以降 更新
2021-07-11,,配信,,アニメ放題,日曜 12:00以降 更新
2021-07-11,,配信,,dアニメストア,日曜 12:00以降 更新
2021-07-11,,配信,,バンダイチャンネル,日曜 12:00以降 更新
2021-07-11,,配信,,Hulu,日曜 12:00以降 更新
2021-07-11,,配信,,ひかりTV,日曜 12:00以降 更新
2021-07-11,,配信,,FOD,日曜 12:00以降 更新
2021-07-11,,配信,,J:COMオンデマンド,日曜 12:00以降 更新
2021-07-11,,配信,,みるプラス,日曜 12:00以降 更新
2021-07-11,,配信,,TELASA,日曜 12:00以降 更新
2021-07-11,,配信,,ニコニコチャンネル,日曜 12:00以降 更新
2021-07-11,,配信,,ビデオマーケット,日曜 12:00以降 更新
2021-07-11,,配信,,Rakuten TV,日曜 12:00以降 更新
2021-07-11,,配信,,Google Play,日曜 12:00以降 更新
2021-07-11,,配信,,YouTube,日曜 12:00以降 更新
2021-07-11,,配信,,HAPPY!動画,日曜 12:00以降 更新
2021-07-11,,配信,,クランクイン!ビデオ,日曜 12:00以降 更新
2021-07-11,,配信,,TSUTAYA TV,日曜 12:00以降 更新
