開始,終了,タイプ,放送局,配信サイト,時間,期間
2017-04-02,2017-06-18,放送,アニマックス,,日曜 23:30 - 月曜 0:00,2017年4月2日 - 6月18日
2017-04-03,2017-06-19,放送,BS11,,月曜 0:00 - 0:30（日曜深夜）,2017年4月3日 - 6月19日
2017-04-03,2017-06-19,放送,TOKYO MX,,月曜 0:30 - 1:00（日曜深夜）,2017年4月3日 - 6月19日
2017-04-03,,配信,,AbemaTV,月曜 0:30 - 1:00（日曜深夜）,2017年4月3日
2017-04-03,,配信,,VIDEX,月曜 10:00 更新,2017年4月3日
2017-04-03,,配信,,dアニメストア,月曜 12:00 更新,2017年4月3日
2017-04-03,,配信,,バンダイチャンネル,月曜 12:00 更新,2017年4月3日
2017-04-03,,配信,,HAPPY!動画,月曜 12:00 更新,2017年4月3日
2017-04-04,,配信,,楽天SHOWTIME,火曜 0:30（月曜深夜） 更新,2017年4月4日
2017-04-04,,配信,,ビデオマーケット,火曜 0:30（月曜深夜） 更新,2017年4月4日
2017-04-04,,配信,,Playストア,火曜 0:30（月曜深夜） 更新,2017年4月4日
2017-04-04,,配信,,YouTube,火曜 0:30（月曜深夜） 更新,2017年4月4日
2017-04-04,,配信,,DMM.com,火曜 10:00 更新,2017年4月4日
2017-04-04,,配信,,ムービーフルPlus,火曜 12:00 更新,2017年4月4日
2017-04-05,,配信,,ビデオパス,水曜 0:00 更新,2017年4月5日
2017-04-05,,配信,,GYAO!ストア,水曜 0:00 更新,2017年4月5日
2017-04-07,,配信,,アニメ放題,金曜 12:00 更新,2017年4月7日
2017-04-07,,配信,,U-NEXT,金曜 12:00 更新,2017年4月7日
2017-04-08,,配信,,ニコニコ生放送,土曜 0:00 - 0:30（金曜深夜）,2017年4月8日
2017-04-08,,配信,,ニコニコチャンネル,土曜 0:00 更新,2017年4月8日
2017-04-08,,配信,,Amazonプライム・ビデオ,土曜 0:00 更新,2017年4月8日
2017-04-08,,配信,,J:COMオンデマンド,土曜 0:00 更新,2017年4月8日
2017-04-08,,配信,,Netflix,土曜 0:00 更新,2017年4月8日
2017-04-08,,配信,,FOD,土曜 0:00 更新,2017年4月8日
2017-04-08,,配信,,TSUTAYA TV,土曜 0:00 更新,2017年4月8日
2017-04-11,,配信,,スカパー!オンデマンド,火曜 0:00（月曜深夜） 更新,2017年4月11日
2020-04-05,2020-06-21,放送,AT-X,,日曜 21:30 - 22:00,2020年4月5日 - 6月21日
2020-04-05,2020-06-21,放送,TOKYO MX,,日曜 22:00 - 22:30,2020年4月5日 - 6月21日
2020-04-08,2020-06-24,放送,BSフジ,,水曜 0:00 - 0:30（火曜深夜）,2020年4月8日 - 6月24日
2020-04-12,2020-06-28,放送,中京テレビ,,日曜 1:59 - 2:29（土曜深夜）,2020年4月12日 - 6月28日
2020-04-05,,配信,,U-NEXT,日曜 22:00 更新,2020年4月5日
2020-04-05,,配信,,アニメ放題,日曜 22:00 更新,2020年4月5日
2020-04-12,,配信,,dアニメストア,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,FOD,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,GYAO!,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,バンダイチャンネル,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,ひかりTV,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,ニコニコチャンネル,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,ビデオマーケット,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,DMM動画,日曜 22:00 更新,2020年4月12日
2020-04-12,,配信,,music.jp,日曜 22:00 更新,2020年4月12日
2020-04-13,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新,2020年4月13日
2020-04-13,,配信,,TELASA,月曜 0:00（日曜深夜） 更新,2020年4月13日
2020-04-13,,配信,,みるプラス,月曜 0:00（日曜深夜） 更新,2020年4月13日
2020-04-13,,配信,,ABEMA,月曜 2:30 - 3:00（日曜深夜）,2020年4月13日
2020-04-13,,配信,,ABEMAビデオ,月曜 3:00（日曜深夜） 更新,2020年4月13日
2020-04-13,,配信,,ニコニコ生放送,月曜 22:30 - 23:00,2020年4月13日
