開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-04,2021-06-27,放送,TOKYO MX,,日曜 23:30 - 月曜 0:00,2021年4月4日 - 6月27日
2021-04-04,2021-06-27,放送,BS日テレ,,日曜 23:30 - 月曜 0:00,2021年4月4日 - 6月27日
2021-04-06,2021-06-29,放送,AT-X,,火曜 21:00 - 21:30,2021年4月6日 - 6月29日
2021-04-13,2021-07-06,放送,九州朝日放送,,火曜 1:50 - 2:20（月曜深夜）,2021年4月13日 - 7月6日
2021-04-04,,配信,,dアニメストア,日曜 23:30 更新,2021年4月4日
2021-04-09,,配信,,Amazonプライム・ビデオ,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,ひかりTV,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,dTV,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,GYAO!,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,U-NEXT,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,アニメ放題,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,TELASA,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,J:COMオンデマンド,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,ABEMA,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,niconico,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,FOD,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,バンダイチャンネル,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,Hulu,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,Rakuten TV,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,ビデオマーケット,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,DMM動画,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,GYAO!ストア,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,MOVIEFULL Plus,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,HAPPY!動画,金曜 23:30 更新,2021年4月9日
2021-04-09,,配信,,クランクイン！ビデオ,金曜 23:30 更新,2021年4月9日
