開始,終了,タイプ,放送局,配信サイト,時間
2023-01-07,2023-03-25,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
2023-01-09,2023-03-27,放送,AT-X,,月曜 23:30 - 火曜 0:00
2023-01-11,2023-03-29,放送,BS日テレ,,水曜 0:00 - 0:30（火曜深夜）
2023-01-07,,配信,,DMM TV,土曜 2:00（金曜深夜） 更新
2023-01-12,,配信,,dアニメストア,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,ABEMA,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,U-NEXT,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,アニメ放題,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,バンダイチャンネル,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,Hulu,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,FOD,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,WOWOWオンデマンド,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,Amazon Prime Video,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,ニコニコチャンネル,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,MBS動画イズム,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,GYAO!,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,Tver,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,ビデオマーケット,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,music.jp,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,GYAO!ストア,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,クランクイン！ビデオ,木曜 2:00（水曜深夜） 更新
2023-01-12,,配信,,HAPPY!動画,木曜 12:00 更新
2023-01-12,,配信,,ニコニコ生放送,木曜 23:30 - 金曜 0:00
2023-01-13,,配信,,TELASA,金曜 0:00（木曜深夜） 更新
2023-01-13,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 更新
2023-01-13,,配信,,milplus,金曜 0:00（木曜深夜） 更新
2023-01-13,,配信,,auスマートパスプレミアム,金曜 0:00（木曜深夜） 更新
