開始,終了,タイプ,放送局,配信サイト,時間
2021-04-11,2021-10-03,放送,日本テレビ,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,青森放送,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,テレビ岩手,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,山形放送,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,南海放送,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,テレビ宮崎,,日曜 0:55 - 1:25（土曜深夜）
2021-04-11,2021-10-03,放送,広島テレビ,,日曜 1:25 - 1:55（土曜深夜）
2021-04-11,2021-10-03,放送,山口放送,,日曜 1:50 - 2:20（土曜深夜）
2021-04-11,2021-10-03,放送,四国放送,,日曜 1:52 - 2:22（土曜深夜）
2021-04-11,2021-10-03,放送,静岡第一テレビ,,日曜 1:55 - 2:25（土曜深夜）
2021-04-12,2021-10-04,放送,テレビ大分,,月曜 1:25 - 1:55（日曜深夜）
2021-04-12,2021-10-04,放送,西日本放送,,月曜 1:55 - 2:25（日曜深夜）
2021-04-13,2021-10-05,放送,日本海テレビ,,火曜 1:35 - 2:05（月曜深夜）
2021-04-13,2021-10-05,放送,福岡放送,,火曜 1:59 - 2:29（月曜深夜）
2021-04-14,2021-10-06,放送,中京テレビ,,水曜 1:54 - 2:24（火曜深夜）
2021-04-15,,放送,長崎国際テレビ,,木曜 0:59 - 1:29（水曜深夜）水曜 0:59 - 1:29（火曜深夜）
2021-04-15,2021-10-07,放送,札幌テレビ,,木曜 1:34 - 2:04（水曜深夜）
2021-04-15,2021-10-07,放送,鹿児島読売テレビ,,木曜 1:34 - 2:04（水曜深夜）
2021-04-15,2021-10-07,放送,北日本放送,,木曜 1:54 - 2:24（水曜深夜）
2021-04-16,2021-10-08,放送,くまもと県民テレビ,,金曜 0:59 - 1:29（木曜深夜）
2021-04-16,2021-10-08,放送,秋田放送,,金曜 1:24 - 1:54（木曜深夜）
2021-04-16,2021-10-08,放送,テレビ金沢,,金曜 1:34 - 2:04（木曜深夜）
2021-04-16,2021-10-08,放送,テレビ新潟,,金曜 1:44 - 2:14（木曜深夜）
2021-04-16,2021-10-08,放送,テレビ信州,,金曜 1:44 - 2:14（木曜深夜）
2021-04-16,2021-10-08,放送,高知放送,,金曜 1:54 - 2:24（木曜深夜）
2021-04-17,2021-10-09,放送,福井放送,,土曜 0:30 - 1:00（金曜深夜）
2021-04-17,2021-10-09,放送,読売テレビ,,土曜 1:35 - 2:05（金曜深夜）
2021-04-17,2021-10-09,放送,福島中央テレビ,,土曜 1:56 - 2:26（金曜深夜）
2021-04-17,2021-10-09,放送,ミヤギテレビ,,土曜 1:59 - 2:29（金曜深夜）
2021-04-18,2021-10-10,放送,山梨放送,,日曜 1:10 - 1:40（土曜深夜）
2021-04-25,,放送,BS日テレ,,日曜 0:30 - 1:00（土曜深夜）月曜 23:30 - 火曜 0:00
2021-05-13,2021-10-28,放送,日テレプラス,,木曜 0:30 - 1:00（水曜深夜）
2021-04-11,,配信,,Hulu,日曜 1:35（土曜深夜） 更新
2021-04-11,,配信,,Netflix,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,dアニメストア,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,U-NEXT,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,dTV,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,ひかりTV,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,FOD,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,ニコニコチャンネル,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,Paravi,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,Google Play,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,Rakuten TV,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,TSUTAYA TV,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,ビデオマーケット,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,DMM.com,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,GYAO!ストア,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,music.jp,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,COCORO VIDEO,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,HAPPY！動画,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,ムービーフルPlus,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,GYAO!,日曜 1:35（土曜深夜） 更新
2021-04-18,,配信,,バンダイチャンネル,日曜 2:00（土曜深夜） 更新
2021-04-18,,配信,,ニコニコ生放送,日曜 22:00 - 22:30
2021-04-19,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新
2021-04-19,,配信,,TELASA,月曜 0:00（日曜深夜） 更新
2021-04-19,,配信,,みるプラス,月曜 0:00（日曜深夜） 更新
2021-04-19,,配信,,auスマートパスプレミアム,月曜 0:00（日曜深夜） 更新
2023-04-02,,放送,日本テレビ,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,青森放送,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,テレビ岩手,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,山形放送,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,四国放送,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,南海放送,,日曜 0:55 - 1:25（土曜深夜）
2023-04-02,,放送,広島テレビ,,日曜 1:25 - 1:55（土曜深夜）
2023-04-02,,放送,テレビ宮崎,,日曜 1:50 - 2:20（土曜深夜）
2023-04-02,,放送,静岡第一テレビ,,日曜 1:55 - 2:25（土曜深夜）
2023-04-03,,放送,西日本放送,,月曜 1:25 - 1:55（日曜深夜）
2023-04-03,,放送,テレビ大分,,月曜 1:25 - 1:55（日曜深夜）
2023-04-04,,放送,福岡放送,,火曜 1:59 - 2:29（月曜深夜）
2023-04-05,,放送,長崎国際テレビ,,水曜 1:29 - 1:59（火曜深夜）
2023-04-05,,放送,日本海テレビ,,水曜 2:00 - 2:30（火曜深夜）
2023-04-06,,放送,高知放送,,木曜 1:24 - 1:54（水曜深夜）
