開始,終了,タイプ,放送局,配信サイト,時間
2023-04-06,,放送,鹿児島読売テレビ,,木曜 1:34 - 2:04（水曜深夜）
2023-04-06,,放送,中京テレビ,,木曜 1:37 - 2:07（水曜深夜）
2023-04-06,,放送,札幌テレビ,,木曜 1:59 - 2:29（水曜深夜）
2023-04-06,,放送,北日本放送,,木曜 1:59 - 2:29（水曜深夜）
2023-04-07,,放送,くまもと県民テレビ,,金曜 0:59 - 1:29（木曜深夜）
2023-04-07,,放送,秋田放送,,金曜 1:24 - 1:54（木曜深夜）
2023-04-07,,放送,テレビ金沢,,金曜 1:35 - 2:05（木曜深夜）
2023-04-07,,放送,テレビ新潟,,金曜 1:44 - 2:14（木曜深夜）
2023-04-07,,放送,テレビ信州,,金曜 1:44 - 2:14（木曜深夜）
2023-04-07,,放送,山口放送,,金曜 1:54 - 2:24（木曜深夜）
2023-04-08,,放送,福井放送,,土曜 0:30 - 1:00（金曜深夜）
2023-04-08,,放送,読売テレビ,,土曜 1:05 - 1:35（金曜深夜）
2023-04-08,,放送,福島中央テレビ,,土曜 1:56 - 2:26（金曜深夜）
2023-04-08,,放送,ミヤギテレビ,,土曜 1:59 - 2:29（金曜深夜）
2023-04-09,,放送,BS日テレ,,日曜 0:00 - 0:30（土曜深夜）
2023-04-09,,放送,山梨放送,,日曜 1:10 - 1:40（土曜深夜）
2023-05-15,,放送,キッズステーション,,月曜 19:00 - 19:30
2023-04-02,,配信,,Hulu,日曜 1:30（土曜深夜） 更新
2023-04-02,,配信,,DMM TV,日曜 1:30（土曜深夜） 更新
2023-04-07,,配信,,Lemino,金曜 1:30（木曜深夜） 更新
2023-04-07,,配信,,アニメタイムズ,金曜 1:30（木曜深夜） 更新
2023-04-09,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,FOD,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,U-NEXT,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,アニメ放題,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,ABEMAビデオ,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,バンダイチャンネル,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,ニコニコチャンネル,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,クランクイン！ビデオ,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,Google Play,日曜 1:30（土曜深夜） 更新
2023-04-09,,配信,,HAPPY！動画,日曜 12:00 更新
2023-04-11,,配信,,ムービーフルPlus,火曜 12:00 更新
