開始,終了,タイプ,放送局,配信サイト,時間
2020-04-05,2020-11-08,放送,NHK Eテレ,,日曜 19:00 - 19:25
2020-04-06,,配信,,アニメ放題,月曜 12:00 更新
2020-04-06,,配信,,dアニメストア,月曜 12:00 更新
2020-04-06,,配信,,ひかりTV,月曜 12:00 更新
2020-04-06,,配信,,Amazonプライム・ビデオ NHKこどもパーク,月曜 12:00 更新
2020-04-06,,配信,,FOD,月曜 12:00 更新
2020-04-06,,配信,,J:COMオンデマンド,月曜 12:00 更新
2020-04-06,,配信,,Netflix,月曜 12:00 更新
2020-04-06,,配信,,U-NEXT,月曜 12:00 更新
2020-04-06,,配信,,バンダイチャンネル,月曜 12:00 更新
2020-04-06,,配信,,Hulu,月曜 12:00 更新
2020-04-06,,配信,,Google Play,月曜 12:00 更新
2020-04-06,,配信,,ビデオマーケット,月曜 12:00 更新
2021-04-02,2021-10-22,放送,NHK Eテレ,,金曜 18:55 - 19:20
2021-04-02,,配信,,アニメ放題,金曜 18:55 - 19:20
2021-04-02,,配信,,dアニメストア,金曜 18:55 - 19:20
2021-04-02,,配信,,ひかりTV,金曜 18:55 - 19:20
2021-04-02,,配信,,Amazonプライム・ビデオ NHKこどもパーク,金曜 18:55 - 19:20
2021-04-02,,配信,,FOD,金曜 18:55 - 19:20
2021-04-02,,配信,,J:COMオンデマンド,金曜 18:55 - 19:20
2021-04-02,,配信,,Netflix,金曜 18:55 - 19:20
2021-04-02,,配信,,U-NEXT,金曜 18:55 - 19:20
2021-04-02,,配信,,バンダイチャンネル,金曜 18:55 - 19:20
2021-04-02,,配信,,Hulu,金曜 18:55 - 19:20
2021-04-02,,配信,,Google Play,金曜 18:55 - 19:20
2021-04-02,,配信,,ビデオマーケット,金曜 18:55 - 19:20
2022-04-06,2022-09-21,放送,NHK Eテレ,,水曜 19:00 - 19:25
2022-04-06,,配信,,アニメ放題,金曜 18:55 - 19:20
2022-04-06,,配信,,dアニメストア,金曜 18:55 - 19:20
2022-04-06,,配信,,ひかりTV,金曜 18:55 - 19:20
2022-04-06,,配信,,Amazonプライム・ビデオ NHKこどもパーク,金曜 18:55 - 19:20
2022-04-06,,配信,,FOD,金曜 18:55 - 19:20
2022-04-06,,配信,,J:COMオンデマンド,金曜 18:55 - 19:20
2022-04-06,,配信,,Netflix,金曜 18:55 - 19:20
2022-04-06,,配信,,U-NEXT,金曜 18:55 - 19:20
2022-04-06,,配信,,バンダイチャンネル,金曜 18:55 - 19:20
2022-04-06,,配信,,Hulu,金曜 18:55 - 19:20
2022-04-06,,配信,,Google Play,金曜 18:55 - 19:20
2022-04-06,,配信,,ビデオマーケット,金曜 18:55 - 19:20
