開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-01-09,2020-03-26,放送,AT-X,,木曜 23:30 - 金曜 0:00,2020年1月9日 - 3月26日
2020-01-10,2020-03-27,放送,TOKYO MX,,金曜 0:00 - 0:30（木曜深夜）,2020年1月10日 - 3月27日
2020-01-10,2020-03-27,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）,2020年1月10日 - 3月27日
2020-01-16,2020-04-02,放送,WOWOW,,木曜 0:30 - 1:00（水曜深夜）,2020年1月16日 - 4月2日
2020-01-10,,配信,,dTV,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,GYAO!,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,ひかりTV,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,Rakuten TV,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,DMM.com,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,ビデオマーケット,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,GYAO!ストア,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,ミレール,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,ニコニコチャンネル,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,HAPPY!動画,金曜 0:30 更新,2020年1月10日
2020-01-10,,配信,,バンダイチャンネル,金曜 12:30 更新,2020年1月10日
2020-01-10,,配信,,TSUTAYA TV,金曜 19:30 更新,2020年1月10日
2020-01-12,,配信,,J:COMオンデマンド,日曜 0:00 更新,2020年1月12日
2020-01-12,,配信,,dアニメストア,日曜 12:00 更新,2020年1月12日
2020-01-12,,配信,,アニメ放題,日曜 12:00 更新,2020年1月12日
2020-01-12,,配信,,U-NEXT,日曜 12:00 更新,2020年1月12日
2020-01-12,,配信,,あにてれ,日曜 12:00 更新,2020年1月12日
2020-01-13,,配信,,ムービーフル,月曜 12:00 更新,2020年1月13日
2020-01-22,,配信,,WOWOWオンデマンド,24:00,毎週水曜
2020-01-13,,配信,,AbemaTV,12:00,毎週月曜
