開始,終了,タイプ,放送局,配信サイト,時間,期間
2017-01-21,,放送,TOKYO MX,,土曜 19:00 - 20:00,2017年1月21日
2017-01-22,,放送,AT-X,,日曜 12:00 - 13:00,2017年1月22日
2017-01-30,,放送,BS11,,月曜 23:00 - 火曜 0:00,2017年1月30日
2017-01-21,,配信,,AbemaTV,土曜 19:00 - 20:00,2017年1月21日
2017-03-14,,配信,,ニコニコ生放送,火曜 0:30 - 1:00（月曜深夜）,2017年3月14日
2017-04-02,2017-06-25,放送,TOKYO MX,,日曜 0:00 - 0:30（土曜深夜）,2017年4月2日 - 6月25日
2017-04-02,2017-06-25,放送,とちぎテレビ,,日曜 0:00 - 0:30（土曜深夜）,2017年4月2日 - 6月25日
2017-04-02,2017-06-25,放送,群馬テレビ,,日曜 0:00 - 0:30（土曜深夜）,2017年4月2日 - 6月25日
2017-04-02,2017-06-25,放送,BS11,,日曜 0:00 - 0:30（土曜深夜）,2017年4月2日 - 6月25日
2017-04-02,2017-06-25,放送,毎日放送,,日曜 3:28 - 3:58（土曜深夜）,2017年4月2日 - 6月25日
2017-04-03,2017-06-26,放送,AT-X,,月曜 22:30 - 23:00,2017年4月3日 - 6月26日
2017-04-06,2017-06-29,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）,2017年4月6日 - 6月29日
2017-04-06,2017-06-29,放送,北海道放送,,木曜 2:28 - 2:58（水曜深夜）,2017年4月6日 - 6月29日
2017-04-06,2017-06-29,放送,RKB毎日放送,,木曜 2:30 - 3:00（水曜深夜）,2017年4月6日 - 6月29日
2017-04-07,2017-06-30,放送,サガテレビ,,金曜 1:55 - 2:25（木曜深夜）,2017年4月7日 - 6月30日
2017-04-02,,配信,,AbemaTV,日曜 0:00 - 0:30（土曜深夜）,2017年4月2日
2017-04-04,,配信,,dアニメストア,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,ひかりTV,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,バンダイチャンネル,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,ビデオパス,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,Hulu,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,ビデオマーケット,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,GYAO!,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,ニコニコチャンネル,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,アニメ放題,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,U-NEXT,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,PlayStation Video,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,DMM.com,火曜 12:00 更新,2017年4月4日
2017-04-04,,配信,,ニコニコ生放送,火曜 23:30 - 水曜 0:00,2017年4月4日
2019-10-05,2019-12-28,放送,TOKYO MX,,土曜 0:00 - 0:30（金曜深夜）,2019年10月5日 - 12月28日
2019-10-05,2019-12-28,放送,とちぎテレビ,,土曜 0:00 - 0:30（金曜深夜）,2019年10月5日 - 12月28日
2019-10-05,2019-12-28,放送,群馬テレビ,,土曜 0:00 - 0:30（金曜深夜）,2019年10月5日 - 12月28日
2019-10-05,2019-12-28,放送,BS11,,土曜 0:00 - 0:30（金曜深夜）,2019年10月5日 - 12月28日
2019-10-05,2019-12-28,放送,AT-X,,土曜 21:00 - 21:30,2019年10月5日 - 12月28日
2019-10-13,2019-12-29,放送,毎日放送,,日曜 3:38 - 4:08（土曜深夜）,2019年10月13日 - 12月29日
2019-10-05,,配信,,AbemaTV,土曜 0:00 - 0:30,2019年10月5日
2019-10-07,,配信,,dアニメストア,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,U-NEXT,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,アニメ放題,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,GYAO!,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,バンダイチャンネル,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,Hulu,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,FOD,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,ニコニコチャンネル,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,dTV,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,Amazonプライム・ビデオ,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,ひかりTV,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,ビデオマーケット,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,DMM.com,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,music.jp,月曜 12:00 更新,2019年10月7日
2019-10-07,,配信,,ニコニコ生放送,月曜 22:30 - 23:00,2019年10月7日
2019-10-08,,配信,,ビデオパス,火曜 0:00 更新,2019年10月8日
2019-10-08,,配信,,J:COMオンデマンド,火曜 0:00 更新,2019年10月8日
2019-10-13,,配信,,Tver,日曜 4:08 更新（第1話）火曜 3:55 更新（第2話）月曜 12:00 更新（第3話以降）,2019年10月13日
2019-10-13,,配信,,MBS動画イズム,日曜 4:08 更新（第1話）火曜 3:55 更新（第2話）月曜 12:00 更新（第3話以降）,2019年10月13日
