開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-01-12,2019-03-30,放送,TOKYO MX,,土曜 23:30 - 日曜 0:00,2019年1月12日 - 3月30日
2019-01-12,2019-03-30,放送,とちぎテレビ,,土曜 23:30 - 日曜 0:00,2019年1月12日 - 3月30日
2019-01-12,2019-03-30,放送,群馬テレビ,,土曜 23:30 - 日曜 0:00,2019年1月12日 - 3月30日
2019-01-12,2019-03-30,放送,BS11,,土曜 23:30 - 日曜 0:00,2019年1月12日 - 3月30日
2019-01-13,2019-03-31,放送,テレビ新潟,,日曜 1:55 - 2:25（土曜深夜）,2019年1月13日 - 3月31日
2019-01-13,2019-03-31,放送,毎日放送,,日曜 2:08 - 2:38（土曜深夜）,2019年1月13日 - 3月31日
2019-01-13,2019-03-31,放送,中京テレビ,,日曜 2:29 - 2:59（土曜深夜）,2019年1月13日 - 3月31日
2019-01-14,2019-04-01,放送,AT-X,,月曜 21:00 - 21:30,2019年1月14日 - 4月1日
2019-01-14,,配信,,dアニメストア,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,U-NEXT,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,アニメ放題,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,GYAO!,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,ニコニコチャンネル,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,バンダイチャンネル,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,FOD,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,dTV,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,Amazon Prime Video,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,ひかりTV,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,ビデオマーケット,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,DMM.com,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,music.jp,月曜 12:00 更新,2019年1月14日
2019-01-14,,配信,,AbemaTV,月曜 23:30 - 火曜 0:00,2019年1月14日
2019-01-15,,配信,,ニコニコ生放送,火曜 0:00 - 0:30,2019年1月15日
