開始,終了,タイプ,放送局,配信サイト,時間,期間
2017-10-04,2017-12-27,放送,TOKYO MX,,水曜 22:30 - 23:00,2017年10月4日 - 12月27日
2017-10-04,2017-12-27,放送,KBS京都,,水曜 23:00 - 23:30,2017年10月4日 - 12月27日
2017-10-05,2017-12-28,放送,サンテレビ,,木曜 0:30 - 1:00（水曜深夜）,2017年10月5日 - 12月28日
2017-10-05,2017-12-28,放送,BS11,,木曜 1:30 - 2:00（水曜深夜）,2017年10月5日 - 12月28日
2017-10-05,2017-12-28,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）,2017年10月5日 - 12月28日
2017-10-06,2017-12-29,放送,AT-X,,金曜 20:00 - 20:30,2017年10月6日 - 12月29日
2017-10-05,,配信,,dアニメストア / アニメイトチャンネル,火曜 12:00 更新,2017年10月5日
2017-10-11,,配信,,AbemaTV,水曜 22:00 - 22:30,2017年10月11日
2021-07-07,,放送,TOKYO MX,,水曜 22:30 - 23:00,2021年7月7日 - 8月25日2021年10月6日 - 12月29日
2021-07-07,,放送,KBS京都,,水曜 23:00 - 23:30土曜 23:00 - 23:30,2021年7月7日 - 8月25日2021年10月9日 - 2022年1月1日
2021-07-08,,放送,サンテレビ,,木曜 0:00 - 0:30（水曜深夜）土曜 22:30 - 23:00,2021年7月8日 - 8月26日2021年10月9日 - 2022年1月1日
2021-07-08,,放送,BS日テレ,,木曜 0:30 - 1:00（水曜深夜）土曜 22:30 - 23:00,2021年7月8日 - 8月26日2021年10月6日 - 12月29日
2021-07-08,,放送,テレビ愛知,,木曜 1:40 - 2:10（水曜深夜）火曜 1:30 - 2:00（月曜深夜）,2021年7月8日 - 8月26日2021年10月11日 - 2022年1月4日
2021-07-08,,放送,AT-X,,木曜 21:00 - 21:30水曜 18:00 - 18:30,2021年7月8日 - 8月26日2021年11月18日 - 12月30日
2021-07-07,,配信,,ABEMA,水曜 22:30 更新,2021年7月7日2021年10月6日
2021-07-12,,配信,,dアニメストア,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,U-NEXT,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,アニメ放題,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,J:COMオンデマンド,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,みるプラス,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,Hulu,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,FOD,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,ひかりTV,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,ニコニコチャンネル,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,ニコニコ生放送,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,GYAO!,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,バンダイチャンネル,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,Amazon Prime Video,月曜 12:00 更新,2021年7月12日2021年10月
2021-07-12,,配信,,クランクイン！ビデオ,月曜 12:00 更新,2021年7月12日2021年10月
