期間,時間,放送局,対象地域,備考,タイプ,開始,終了,配信サイト
2020年1月4日 - 3月28日2021年12月31日（特別版）[3]2022年12月31日（特技編）,土曜 23:57 - 日曜 0:00金曜 21:57 - 22:00（特別版）土曜 23:58 - 日曜0:00（特技編）,TOKYO MX,東京都,,放送,2020-01-04,,
2020年1月4日 - 3月28日2021年12月31日（特別版）[3]2022年12月31日（特技編）,土曜 23:57 - 日曜 0:00金曜 21:57 - 22:00（特別版）土曜 23:58 - 日曜0:00（特技編）,群馬テレビ,群馬県,,放送,2020-01-04,,
2020年1月4日 - 3月28日2021年12月31日（特別版）[3]2022年12月31日（特技編）,土曜 23:57 - 日曜 0:00金曜 21:57 - 22:00（特別版）土曜 23:58 - 日曜0:00（特技編）,とちぎテレビ,栃木県,,放送,2020-01-04,,
2020年1月4日 - 3月28日2021年12月31日（特別版）[3]2022年12月31日（特技編）,土曜 23:57 - 日曜 0:00金曜 21:57 - 22:00（特別版）土曜 23:58 - 日曜0:00（特技編）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2020-01-04,,
2020年1月4日 - 3月28日2021年12月31日（特別版）[3]2022年12月31日（特技編）,土曜 23:57 - 日曜 0:00金曜 21:57 - 22:00（特別版）土曜 23:58 - 日曜0:00（特技編）,BS11,,BS放送 / 『ANIME+』枠,配信,2020-01-04,,YouTube
