開始,終了,タイプ,放送局,配信サイト,時間,期間
2018-10-09,2018-12-25,放送,TOKYO MX,,火曜 1:25 - 1:30（月曜深夜）,2018年10月9日 - 12月25日
2018-10-14,2018-12-30,放送,BS11,,日曜 22:54 - 23:00,2018年10月14日 - 12月30日
2018-10-09,,配信,,GANMA!,火曜 0:00 更新,2018年10月9日
2018-10-09,,配信,,AbemaTV,火曜 23:25 - 23:30,2018年10月9日
2018-10-09,,配信,,dアニメストア,火曜 更新,2018年10月9日
2018-10-09,,配信,,ビデオマーケット,火曜 更新,2018年10月9日
2018-10-09,,配信,,DMM.com,火曜 更新,2018年10月9日
2018-10-09,,配信,,music.jp,火曜 更新,2018年10月9日
2018-10-09,,配信,,J:COMオンデマンド,火曜 更新,2018年10月9日
2018-10-09,,配信,,ふらっと動画,火曜 更新,2018年10月9日
2018-10-09,,配信,,TSUTAYA TV,火曜 更新,2018年10月9日
2018-10-09,,配信,,Gyao,火曜 更新,2018年10月9日
2021-01-09,2021-03-27,放送,TOKYO MX,,土曜 1:00 - 1:05（金曜深夜）,2021年1月9日 - 3月27日
2021-01-13,2021-03-31,放送,AT-X,,水曜 23:20 - 23:25,2021年1月13日 - 3月31日
2021-01-02,,配信,,dアニメストア,土曜 0:00（金曜深夜） 更新,2021年1月2日
2021-01-09,,配信,,dアニメストア,土曜 0:00（金曜深夜） 更新,2021年1月9日
2021-01-09,,配信,,スゴ得,,2021年1月8日より
2021-01-09,,配信,,dTV,,2021年1月8日より
2021-01-09,,配信,,U-NEXT,,2021年1月8日より
2021-01-09,,配信,,アニメ放題,,2021年1月8日より
2021-01-09,,配信,,Amazon Prime Video,,2021年1月8日より
2021-01-09,,配信,,Abema TV,,2021年1月8日より
2021-01-09,,配信,,J-COMオンデマンド,,2021年1月8日より
2021-01-09,,配信,,TELASA,,2021年1月8日より
2021-01-09,,配信,,スマートパスプレミアム,,2021年1月8日より
2021-01-09,,配信,,GYAO！,,2021年1月8日より
2021-01-09,,配信,,GYAO!ストア,,2021年1月8日より
2021-01-09,,配信,,ひかりTV,,2021年1月8日より
2021-01-09,,配信,,FOD,,2021年1月8日より
2021-01-09,,配信,,バンダイチャンネル,,2021年1月8日より
2021-01-09,,配信,,ニコニコチャンネル,,2021年1月8日より
2021-01-09,,配信,,Rakuten TV,,2021年1月8日より
2021-01-09,,配信,,Video Market,,2021年1月8日より
2021-01-09,,配信,,DMM,,2021年1月8日より
2021-01-09,,配信,,HAPPY動画,,2021年1月8日より
2021-01-09,,配信,,MOVIEFULL,,2021年1月8日より
2021-01-09,,配信,,クランクイン！ビデオ,,2021年1月8日より
