開始,終了,タイプ,放送局,配信サイト,時間
2018-01-07,2018-03-25,放送,TOKYO MX,,日曜 1:00 - 1:30（土曜深夜）
2018-01-07,2018-03-25,放送,BS11,,日曜 1:00 - 1:30（土曜深夜）
2018-01-08,2018-03-26,放送,AT-X,,月曜 22:30 - 23:00
2018-01-10,2018-03-28,放送,とちぎテレビ,,水曜 23:00 - 23:30
2018-01-11,2018-03-29,放送,中国放送,,木曜 1:25 - 1:55（水曜深夜）
2018-01-07,,配信,,AbemaTV[注釈 33][注釈 34],日曜 1:00 - 1:30（土曜深夜）
2018-01-07,,配信,,ニコニコ生放送[注釈 35],日曜 1:00 - 1:30（土曜深夜）
2018-01-07,,配信,,あにてれ,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,Amazonビデオ,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,GYAO!,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,dTV,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,ビデオマーケット,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,Hulu,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,FOD,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,Rakuten TV,日曜 1:00（土曜深夜）更新
2018-01-07,,配信,,ニコニコチャンネル,日曜 1:30（土曜深夜）更新
2018-01-07,,配信,,dアニメストア,日曜 12:00更新
2018-01-07,,配信,,U-NEXT,日曜 12:00更新
2018-01-07,,配信,,アニメ放題,日曜 12:00更新
2018-01-08,,配信,,バンダイチャンネル,月曜 12:00更新
2018-01-08,,配信,,ビデオパス,月曜 12:00更新
2018-01-08,,配信,,ふらっと動画,月曜 12:00更新
,,配信,,Netflix,不定期
2019-04-01,,放送,TOKYO MX,,月曜 22:00 - 23:00
2019-04-01,,放送,とちぎテレビ,,月曜 23:00 - 24:00
2019-04-01,,放送,AT-X,,月曜 23:30 - 火曜 0:30
2019-04-02,,放送,BS11,,火曜 0:00 - 1:00
2019-04-01,,配信,,ニコニコ動画,月曜 22:00 - 23:00
2019-04-01,,配信,,AbemaTV,月曜 22:00 - 23:00
2019-04-01,,配信,,ビデオマーケット,月曜 22:30更新
2019-04-01,,配信,,dアニメストア,月曜 22:30更新
2019-04-01,,配信,,Hulu,月曜 22:30更新
2019-04-01,,配信,,あにてれ,月曜 22:30更新
2019-04-01,,配信,,Rakuten TV,月曜 22:30更新
2019-04-02,,配信,,Amazonプライム・ビデオ,火曜 0:00更新
2019-04-02,,配信,,FOD,火曜 0:00更新
2019-04-02,,配信,,バンダイチャンネル,火曜 12:00更新
2019-04-02,,配信,,U-NEXT,火曜 12:00更新
2019-04-02,,配信,,アニメ放題,火曜 12:00更新
2019-04-02,,配信,,ふらっと動画,火曜 12:00更新
2021-10-09,,放送,TOKYO MX,,日曜 1:30 - 2:00（土曜深夜）
2021-10-09,,放送,BS11,,日曜 1:30 - 2:00（土曜深夜）
2021-10-09,,放送,AT-X,,日曜 1:30 - 2:00（土曜深夜）
2022-10-02,2022-12-18,放送,TOKYO MX,,日曜 1:30 - 2:00（土曜深夜）
2022-10-02,2022-12-18,放送,BS11,,日曜 1:30 - 2:00（土曜深夜）
2022-10-02,2022-12-18,放送,AT-X,,日曜 1:30 - 2:00（土曜深夜）
2022-10-04,,放送,BS日テレ,,火曜 23:30 - 水曜 0:00
2022-10-05,,放送,北海道テレビ,,水曜 1:55 - 2:25（火曜深夜）
2022-10-05,,放送,毎日放送,,水曜 3:00 - 3:30（火曜深夜）
2022-10-02,2022-12-18,配信,Amazon Prime Video,,日曜 1:30 - 2:00（土曜深夜）
2022-10-02,2022-12-18,配信,TikTok LIVE,,日曜 1:30 - 2:00（土曜深夜）
2022-10-02,2022-12-18,配信,ニコニコ生放送,,日曜 1:30 - 2:00（土曜深夜）
