開始,終了,タイプ,放送局,配信サイト,時間
2021-08-01,2021-12-19,放送,朝日放送テレビ（幹事局）、メ～テレ（製作参加）およびテレビ朝日系列全24局,,日曜 2:00 - 2:30（土曜深夜）
2021-08-04,2021-12-22,放送,AT-X,,水曜 22:00 - 22:30
2021-10-03,2022-02-13,放送,BS11,,日曜 23:30 - 月曜 0:00
2021-08-01,,配信,,dアニメストア,日曜 2:30（土曜深夜） 更新
2021-08-06,,配信,,Amazon Prime Video,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,U-NEXT,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,アニメ放題,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,ニコニコチャンネル,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,バンダイチャンネル,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,Hulu,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,FOD,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,ひかりTV,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,AnimeFesta,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,ビデオマーケット,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,music.jp,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,GYAO!ストア,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,クランクイン！ビデオ,金曜 2:30（木曜深夜） 更新
2021-08-06,,配信,,DMM.com,金曜 10:00 更新
2021-08-06,,配信,,HAPPY!動画,金曜 12:00 更新
2021-08-06,,配信,,TVer,金曜 12:00 更新
2021-08-06,,配信,,GYAO!,金曜 12:00 更新
2021-08-06,,配信,,ニコニコ生放送,金曜 22:00 - 22:30
2021-08-06,,配信,,ABEMA[25],金曜 23:30 - 土曜 0:00
2021-08-07,,配信,,TELASA,土曜 0:00（金曜深夜） 更新
2021-08-07,,配信,,J:COMオンデマンド メガパック,土曜 0:00（金曜深夜） 更新
2021-08-07,,配信,,milplus,土曜 0:00（金曜深夜） 更新
2021-08-07,,配信,,auスマートパスプレミアム,土曜 0:00（金曜深夜） 更新
2021-08-07,,配信,,マンガUP!,土曜 0:00（金曜深夜） 更新
