開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-09,2020-12-25,放送,TBSテレビ,,金曜 1:58 - 2:28（木曜深夜）,2020年10月9日 - 12月25日
2020-10-09,2020-12-25,放送,BS11,,金曜 23:30 - 土曜 0:00,2020年10月9日 - 12月25日
2020-10-19,2021-01-04,放送,TBSチャンネル1,,月曜 1:30 - 2:00（日曜深夜）,2020年10月19日 - 2021年1月4日
2020-10-10,,配信,,ABEMA,土曜 1:35 - 2:05（金曜深夜）,2020年10月10日
2020-10-13,,配信,,dアニメストア,火曜 1:35（月曜深夜） 更新,2020年10月13日
2020-10-15,,配信,,niconico,不明,2020年10月15日以降
2020-10-15,,配信,,GYAO!,不明,2020年10月15日以降
2020-10-15,,配信,,ひかりTV,不明,2020年10月15日以降
2020-10-15,,配信,,FOD,不明,2020年10月15日以降
2020-10-15,,配信,,バンダイチャンネル,不明,2020年10月15日以降
2020-10-15,,配信,,Hulu,不明,2020年10月15日以降
2020-10-15,,配信,,J:COMオンデマンド,不明,2020年10月15日以降
2020-10-15,,配信,,TELASA,不明,2020年10月15日以降
2020-10-15,,配信,,U-NEXT,不明,2020年10月15日以降
2020-10-15,,配信,,アニメ放題,不明,2020年10月15日以降
2020-10-15,,配信,,Amazonプライム・ビデオ,不明,2020年10月15日以降
2020-10-15,,配信,,Rakuten TV,不明,2020年10月15日以降
2020-10-15,,配信,,DMM.com,不明,2020年10月15日以降
2020-10-15,,配信,,ビデオマーケット,不明,2020年10月15日以降
2020-10-15,,配信,,HAPPY!動画,不明,2020年10月15日以降
2020-10-15,,配信,,ムービーフルplus,不明,2020年10月15日以降
2020-10-15,,配信,,クランクイン！ビデオ,不明,2020年10月15日以降
