開始,終了,タイプ,放送局,配信サイト,時間
2022-01-10,2022-03-28,放送,TOKYO MX,,月曜 22:30 - 23:00
2022-01-10,2022-03-28,放送,BS11,,月曜 23:00 - 23:30
2022-01-12,2022-03-30,放送,テレビ愛知,,水曜 1:30 - 2:00（火曜深夜）
2022-01-13,2022-03-31,放送,サンテレビ,,木曜 0:30 - 1:00（水曜深夜）
2022-01-10,,配信,,dアニメストア,月曜 22:30 更新
2022-01-15,,配信,,ABEMA,土曜 22:30 更新
2022-01-15,,配信,,Amazon Prime Video,土曜 22:30 更新
2022-01-15,,配信,,DMM動画,土曜 22:30 更新
2022-01-15,,配信,,dTV,土曜 22:30 更新
2022-01-15,,配信,,FOD,土曜 22:30 更新
2022-01-15,,配信,,GYAO!,土曜 22:30 更新
2022-01-15,,配信,,GYAO!ストア,土曜 22:30 更新
2022-01-15,,配信,,HAPPY!動画,土曜 22:30 更新
2022-01-15,,配信,,Hulu,土曜 22:30 更新
2022-01-15,,配信,,J:COMオンデマンド,土曜 22:30 更新
2022-01-15,,配信,,MOVIEFULL,土曜 22:30 更新
2022-01-15,,配信,,music.jp,土曜 22:30 更新
2022-01-15,,配信,,ニコニコチャンネル,土曜 22:30 更新
2022-01-15,,配信,,Paravi,土曜 22:30 更新
2022-01-15,,配信,,Rakuten TV,土曜 22:30 更新
2022-01-15,,配信,,TELASA,土曜 22:30 更新
2022-01-15,,配信,,TVer,土曜 22:30 更新
2022-01-15,,配信,,U-NEXT,土曜 22:30 更新
2022-01-15,,配信,,アニメカ,土曜 22:30 更新
2022-01-15,,配信,,アニメ放題,土曜 22:30 更新
2022-01-15,,配信,,クランクイン！ビデオ,土曜 22:30 更新
2022-01-15,,配信,,auスマートパスプレミアム,土曜 22:30 更新
2022-01-15,,配信,,バンダイチャンネル,土曜 22:30 更新
2022-01-15,,配信,,ひかりTV,土曜 22:30 更新
2022-01-15,,配信,,ビデオマーケット,土曜 22:30 更新
2022-01-15,,配信,,milplus,土曜 22:30 更新
