開始,終了,タイプ,放送局,配信サイト,時間
2022-04-07,2022-06-23,放送,AT-X,,木曜 23:30 - 金曜 0:00
2022-04-08,2022-06-24,放送,TOKYO MX,,金曜 0:30 - 1:00（木曜深夜）
2022-04-08,2022-06-24,放送,サンテレビ,,金曜 0:30 - 1:00（木曜深夜）
2022-04-08,2022-06-24,放送,BS11,,金曜 1:00 - 1:30（木曜深夜）
2022-04-08,,配信,,dアニメストア,金曜 0:00（木曜深夜） 更新
2022-04-08,,配信,,Amazon Prime Video,金曜 0:00（木曜深夜） 更新
2022-04-14,,配信,,ABEMAビデオ,木曜 23:30 更新
2022-04-14,,配信,,Netflix,木曜 23:30 更新
2022-04-14,,配信,,Hulu,木曜 23:30 更新
2022-04-14,,配信,,バンダイチャンネル,木曜 23:30 更新
2022-04-14,,配信,,GYAO!,木曜 23:30 更新
2022-04-14,,配信,,TELASA,木曜 23:30 更新
2022-04-14,,配信,,J:COMオンデマンド,木曜 23:30 更新
2022-04-14,,配信,,milplus,木曜 23:30 更新
2022-04-14,,配信,,auスマートパスプレミアム,木曜 23:30 更新
2022-04-14,,配信,,U-NEXT,木曜 23:30 更新
2022-04-14,,配信,,アニメ放題,木曜 23:30 更新
2022-04-14,,配信,,ひかりTV,木曜 23:30 更新
2022-04-14,,配信,,FOD,木曜 23:30 更新
2022-04-14,,配信,,ニコニコチャンネル[43],木曜 23:30 更新
2022-04-14,,配信,,Disney+,木曜 23:30 更新
2022-04-14,,配信,,Rakuten TV,木曜 23:30 更新
2022-04-14,,配信,,ビデオマーケット,木曜 23:30 更新
2022-04-14,,配信,,DMM.com,木曜 23:30 更新
2022-04-14,,配信,,HAPPY!動画,木曜 23:30 更新
2022-04-14,,配信,,ムービーフルPlus,木曜 23:30 更新
2022-04-14,,配信,,クランクイン!ビデオ,木曜 23:30 更新
2022-04-14,,配信,,ABEMA[44],木曜 23:30 - 金曜 0:00
2022-04-14,,配信,,ニコニコ生放送[43],木曜 23:30 - 金曜 0:00
