開始,終了,タイプ,放送局,配信サイト,時間
2021-04-11,2021-06-27,放送,テレビ朝日（製作参加）をはじめとするテレビ朝日系列全24局,,日曜 1:30 - 2:00（土曜深夜）
2021-04-11,2021-06-27,放送,テレ朝チャンネル1,,日曜 22:30 - 23:00
2021-04-14,2021-06-30,放送,BSフジ,,水曜 0:30 - 1:00（火曜深夜）
2021-04-11,,配信,,Amazon Prime Video,日曜 2:00（土曜深夜） 更新
2021-04-14,,配信,,テレ朝動画,不明
2021-04-14,,配信,,TELASA,不明
2021-04-14,,配信,,FOD,不明
2021-04-14,,配信,,GYAO!ストア,不明
2021-04-14,,配信,,Google Play,不明
2021-04-14,,配信,,クランクイン！ビデオ,不明
2021-04-14,,配信,,J:COMオンデマンド,不明
2021-04-14,,配信,,TSUTAYA TV,不明
2021-04-14,,配信,,DMM.com,不明
2021-04-14,,配信,,ニコニコチャンネル,不明
2021-04-14,,配信,,バンダイチャンネル,不明
2021-04-14,,配信,,ビデオマーケット,不明
2021-04-14,,配信,,みるプラス,不明
2021-04-14,,配信,,music.jp,不明
2021-04-14,,配信,,Rakuten TV,不明
2021-04-18,,配信,,ABEMAプレミアム,不明
2021-04-18,,配信,,dアニメストア,不明
2021-04-18,,配信,,Paravi,不明
2021-04-18,,配信,,ひかりTV,不明
2021-04-18,,配信,,Hulu,不明
2021-04-18,,配信,,U-NEXT,不明
