開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-04,2021-12-20,放送,テレビ東京,,月曜 1:35 - 2:05（日曜深夜）,2021年10月4日 - 12月20日
2021-10-04,2021-12-20,放送,BS日テレ,,月曜 23:00 - 23:30,2021年10月4日 - 12月20日
2021-10-05,2021-12-21,放送,KBS京都,,火曜 0:00 - 0:30（月曜深夜）,2021年10月5日 - 12月21日
2021-10-05,2021-12-21,放送,サンテレビ,,火曜 0:00 - 0:30（月曜深夜）,2021年10月5日 - 12月21日
2021-10-06,2021-12-22,放送,AT-X,,水曜 21:00 - 21:30,2021年10月6日 - 12月22日
2021-10-04,,配信,,dアニメストア,火曜 1:30（月曜深夜） 更新,2021年10月4日
2021-10-05,,配信,,Amazon Prime Video,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,TSUTAYA TV,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,DMM.com,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,ひかりTV,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,ビデオマーケット,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,Rakuten TV,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,GYAO!ストア,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,J:COMオンデマンド,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,TSUTAYA TV,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,TELASA,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,バンダイチャンネル,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,milplus,火曜 12:00 更新,2021年10月5日
2021-10-05,,配信,,music.jp,火曜 12:00 更新,2021年10月5日
2021-10-12,,配信,,アニメ放題,火曜 0:30（月曜深夜） 更新,2021年10月12日
2021-10-12,,配信,,ABEMA,火曜 0:30（月曜深夜） 更新,2021年10月12日
2021-10-12,,配信,,スマートパスプレミアム,火曜 0:30（月曜深夜） 更新,2021年10月12日
2021-10-12,,配信,,Hulu,火曜 0:30（月曜深夜） 更新,2021年10月12日
2021-10-12,,配信,,U-NEXT,火曜 0:30（月曜深夜） 更新,2021年10月12日
