開始,終了,タイプ,放送局,配信サイト,時間,期間
2023-01-04,2023-03-22,放送,AT-X,,水曜 21:00 - 21:30,2023年1月4日 - 3月22日
2023-01-05,2023-03-23,放送,TOKYO MX,,木曜 1:00 - 1:30（水曜深夜）,2023年1月5日 - 3月23日
2023-01-05,2023-03-23,放送,BS11,,木曜 1:00 - 1:30（水曜深夜）,2023年1月5日 - 3月23日
2023-01-05,2023-03-23,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）,2023年1月5日 - 3月23日
2023-01-06,2023-03-24,放送,関西テレビ,,金曜 2:55 - 3:25（木曜深夜）,2023年1月6日 -  3月24日
2023-01-05,,配信,,ABEMA,木曜 0:00 - 0:30（水曜深夜）,2023年1月5日
2023-01-08,,配信,,dアニメストア,日曜 0:00（土曜深夜） 更新,2023年1月8日
2023-01-12,,配信,,ニコニコ生放送,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,ニコニコチャンネル,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,ひかりTV,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,GYAO!,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,FOD,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,Hulu,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,TELASA,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,J:COMオンデマンドメガパック,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,milplus,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,U-NEXT,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,アニメ放題,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,Amazon Prime Video,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,DMM TV,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,カンテレドーガ,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,TVer,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,Rakuten TV,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,music.jp,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,ビデオマーケット,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,HAPPY!動画,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
2023-01-12,,配信,,クランクイン！ビデオ,木曜 0:00（水曜深夜） 以降順次更新,2023年1月12日
