開始,終了,タイプ,放送局,配信サイト,時間
2021-07-03,,放送,TOKYO MX,,土曜 1:05 - 1:35（金曜深夜）
2021-07-06,,放送,サンテレビ,,火曜 0:00 - 0:30（月曜深夜）
2021-07-06,2021-07-21,放送,千葉テレビ,,火曜 - 土曜 0:30 - 1:00（月曜 - 金曜深夜）
2021-07-08,,放送,BSフジ,,木曜 0:30 - 1:00（水曜深夜）
2021-02-15,,配信,,ABEMA,月曜 0:00 更新
2021-02-15,,配信,,Amazon Prime Video,月曜 0:00 更新
2021-02-15,,配信,,dアニメストア,月曜 0:00 更新
2021-02-15,,配信,,DMM.com,月曜 0:00 更新
2021-02-15,,配信,,FOD,月曜 0:00 更新
2021-02-15,,配信,,GyaO!ストア,月曜 0:00 更新
2021-02-15,,配信,,Playストア,月曜 0:00 更新
2021-02-15,,配信,,HAPPY!動画,月曜 0:00 更新
2021-02-15,,配信,,hulu,月曜 0:00 更新
2021-02-15,,配信,,J:COMオンデマンド,月曜 0:00 更新
2021-02-15,,配信,,みるプラス,月曜 0:00 更新
2021-02-15,,配信,,music.jp,月曜 0:00 更新
2021-02-15,,配信,,Rakuten TV,月曜 0:00 更新
2021-02-15,,配信,,TELASA,月曜 0:00 更新
2021-02-15,,配信,,TSUTAYA TV,月曜 0:00 更新
2021-02-15,,配信,,U-NEXT,月曜 0:00 更新
2021-02-15,,配信,,VIDEX,月曜 0:00 更新
2021-02-15,,配信,,YouTube,月曜 0:00 更新
2021-02-15,,配信,,あにてれ,月曜 0:00 更新
2021-02-15,,配信,,アニメ放題,月曜 0:00 更新
2021-02-15,,配信,,ゲオTV,月曜 0:00 更新
2021-02-15,,配信,,ニコニコチャンネル,月曜 0:00 更新
2021-02-15,,配信,,バンダイチャンネル,月曜 0:00 更新
2021-02-15,,配信,,ひかりTV,月曜 0:00 更新
2021-02-15,,配信,,ビデオマーケット,月曜 0:00 更新
2021-02-15,,配信,,ふらっと動画,月曜 0:00 更新
2021-02-15,,配信,,ムービーフルプラス,月曜 0:00 更新
2021-07-03,,配信,,ABEMA,月曜 0:00 更新
2021-07-03,,配信,,Amazon Prime Video,月曜 0:00 更新
2021-07-03,,配信,,dアニメストア,月曜 0:00 更新
2021-07-03,,配信,,DMM.com,月曜 0:00 更新
2021-07-03,,配信,,FOD,月曜 0:00 更新
2021-07-03,,配信,,GyaO!ストア,月曜 0:00 更新
2021-07-03,,配信,,Playストア,月曜 0:00 更新
2021-07-03,,配信,,HAPPY!動画,月曜 0:00 更新
2021-07-03,,配信,,hulu,月曜 0:00 更新
2021-07-03,,配信,,J:COMオンデマンド,月曜 0:00 更新
2021-07-03,,配信,,みるプラス,月曜 0:00 更新
2021-07-03,,配信,,music.jp,月曜 0:00 更新
2021-07-03,,配信,,Rakuten TV,月曜 0:00 更新
2021-07-03,,配信,,TELASA,月曜 0:00 更新
2021-07-03,,配信,,TSUTAYA TV,月曜 0:00 更新
2021-07-03,,配信,,U-NEXT,月曜 0:00 更新
2021-07-03,,配信,,VIDEX,月曜 0:00 更新
2021-07-03,,配信,,YouTube,月曜 0:00 更新
2021-07-03,,配信,,あにてれ,月曜 0:00 更新
2021-07-03,,配信,,アニメ放題,月曜 0:00 更新
2021-07-03,,配信,,ゲオTV,月曜 0:00 更新
2021-07-03,,配信,,ニコニコチャンネル,月曜 0:00 更新
2021-07-03,,配信,,バンダイチャンネル,月曜 0:00 更新
2021-07-03,,配信,,ひかりTV,月曜 0:00 更新
2021-07-03,,配信,,ビデオマーケット,月曜 0:00 更新
2021-07-03,,配信,,ふらっと動画,月曜 0:00 更新
2021-07-03,,配信,,ムービーフルプラス,月曜 0:00 更新
