開始,終了,タイプ,放送局,配信サイト,時間
2022-01-05,2022-02-23,放送,TOKYO MX,,水曜 1:00 - 1:05（火曜深夜）
2022-01-06,2022-02-24,放送,AT-X,,木曜 22:00 - 22:05
2022-01-21,2022-03-11,放送,新潟テレビ21,,金曜 2:15 - 2:20（木曜深夜）
2022-01-23,,放送,北陸朝日放送,,日曜 2:30 - 2:35（土曜深夜）
2022-01-05,,配信,,YouTube,水曜 1:00（火曜深夜）更新
2022-01-05,,配信,,Amazon Prime Video,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,dアニメストア,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,U-NEXT,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,ABEMA,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,アニメカ,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,アニメ放題,水曜 1:05（火曜深夜）更新
2022-01-05,,配信,,バンダイチャンネル,水曜 12:00 更新
2022-01-05,,配信,,Hulu,水曜 12:00 更新
2022-01-05,,配信,,ニコニコ動画,水曜 12:00 更新
2022-01-05,,配信,,TELASA,水曜 12:00 更新
2022-01-05,,配信,,DMM.com,水曜 12:00 更新
2022-01-05,,配信,,GYAO!ストア,水曜 12:00 更新
2022-01-05,,配信,,milplus,水曜 12:00 更新
2022-01-05,,配信,,FOD,水曜 12:00 更新
2022-01-05,,配信,,ひかりTV,水曜 12:00 更新
2022-01-05,,配信,,ビデオマーケット,水曜 12:00 更新
2022-01-05,,配信,,auスマートパスプレミアム,水曜 12:00 更新
2022-01-05,,配信,,HAPPY!動画,水曜 12:00 更新
2022-01-05,,配信,,J:COMオンデマンド メガパック,水曜 12:00 更新
