開始,終了,タイプ,放送局,配信サイト,時間,期間
2015-04-05,2015-06-21,放送,TOKYO MX,,日曜 22:00 - 22:28,2015年4月5日 - 6月21日
2015-04-07,2015-06-23,放送,BS11,,火曜 3:00 - 3:30（月曜深夜）,2015年4月7日 - 6月23日
2015-04-07,2015-06-23,放送,読売テレビ,,火曜 3:02 - 3:33（月曜深夜）,2015年4月7日 - 6月23日
2015-04-07,,配信,,ニコニコチャンネル,火曜 12:00 更新,2015年4月7日
2015-04-07,,配信,,dアニメストア,火曜 12:00 更新,2015年4月7日
2015-04-07,,配信,,ニコニコ生放送,火曜 22:30 - 23:00,2015年4月7日
2015-04-21,,配信,,バンダイチャンネル,火曜 12:00 更新,2015年4月21日
2015-04-22,,配信,,PlayStation Store,水曜 0:00 更新,2015年4月22日
2015-04-22,,配信,,GYAO!,水曜 16:00 更新（第1話のみ）火曜 12:00 更新（第2話以降）,2015年4月22日
2016-07-05,2016-09-20,放送,TOKYO MX,,火曜 1:00 - 1:05（月曜深夜）,2016年7月5日 - 9月20日
2016-07-05,2016-09-20,放送,BSフジ,,火曜 1:00 - 1:05（月曜深夜）,2016年7月5日 - 9月20日
2016-07-05,2016-09-20,放送,読売テレビ,,火曜 2:59 - 3:03（月曜深夜）,2016年7月5日 - 9月20日
2016-12-27,,放送,テレビ愛知,,火曜 2:59 - 3:29（月曜深夜）,2016年12月27日
2016-12-28,,放送,BS11,,水曜 3:00 - 3:30（火曜深夜）,2016年12月28日
2016-07-05,,配信,,dアニメストア,火曜 12:00 更新,2016年7月5日
2016-07-05,,配信,,AbemaTV 新作TVアニメch,火曜 22:56 - 23:00,2016年7月5日
2016-10-02,2016-12-18,放送,TOKYO MX,,日曜 22:00 - 22:28,2016年10月2日 - 12月18日
2016-10-04,2016-12-20,放送,テレビ愛知,,火曜 2:35 - 3:05（月曜深夜）,2016年10月4日 - 12月20日
2016-10-04,2016-12-20,放送,読売テレビ,,火曜 3:01 - 3:33（月曜深夜）,2016年10月4日 - 12月20日
2016-10-05,2016-12-21,放送,BS11,,水曜 3:00 - 3:30（火曜深夜）,2016年10月5日 - 12月21日
2016-10-03,,配信,,dアニメストア,月曜 12:00 更新,2016年10月3日
2016-10-05,,配信,,エムキャス,水曜 19:00 - 19:30,2016年10月5日
2016-10-06,,配信,,ニコニコ生放送,木曜 22:00 - 22:30,2016年10月6日
2016-10-06,,配信,,ニコニコチャンネル,木曜 22:30 更新,2016年10月6日
2016-10-10,,配信,,バンダイチャンネル,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,U-NEXT,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,アニメ放題,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,フジテレビオンデマンド,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,J:COMオンデマンド,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,ビデオパス,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,ひかりTV,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,GYAO!,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,ShowTime,月曜 12:00 更新,2016年10月10日
2016-10-10,,配信,,AbemaTV 新作TVアニメch,月曜 23:30 - 23:56,2016年10月10日
