開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-09,2021-06-25,放送,フジテレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,岩手めんこいテレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,さくらんぼテレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,福島テレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,サガテレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,テレビ愛媛,,金曜 1:05 - 1:35（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,秋田テレビ,,金曜 1:20 - 1:50（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,長野放送,,金曜 1:30 - 2:00（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,テレビ静岡,,金曜 1:30 - 2:00（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,鹿児島テレビ,,金曜 1:30 - 2:00（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,NST新潟総合テレビ,,金曜 1:45 - 2:15（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,テレビ熊本,,金曜 1:45 - 2:15（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,仙台放送,,金曜 1:55 - 2:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,テレビ西日本,,金曜 1:55 - 2:25（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,テレビ新広島,,金曜 2:00 - 2:30（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,東海テレビ,,金曜 2:07 - 2:37（木曜深夜）,2021年4月9日 - 6月25日
2021-04-09,2021-06-25,放送,関西テレビ,,金曜 2:25 - 2:55（木曜深夜）,2021年4月9日 - 6月25日
2021-04-13,2021-06-29,放送,山陰中央テレビ,,火曜 1:25 - 1:55（月曜深夜）,2021年4月13日 - 6月29日
2021-04-16,2021-07-02,放送,高知さんさんテレビ,,金曜 0:55 - 1:25（木曜深夜）,2021年4月16日 - 7月2日
2021-04-24,,放送,アニマックス,,土曜 21:30 - 22:00,2021年4月24日 -
2022-04-03,2022-06-19,放送,BS11,,日曜 22:30 - 23:00,2022年4月3日 - 6月19日
2022-04-03,2022-06-19,放送,TOKYO MX,,日曜 22:30 - 23:00,2022年4月3日 - 6月19日
2021-04-09,,配信,,FOD,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,dアニメストア,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,バンダイチャンネル,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,U-NEXT,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,アニメ放題,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,ひかりTV,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,Amazon Prime Video,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,ビデオマーケット,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,music.jp,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,DMM動画,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,GYAO!ストア,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,Rakuten TV,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,ムービーフルPlus,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,HAPPY!動画,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,Google Play,金曜 12:00 更新,2021年4月9日
2021-04-09,,配信,,TSUTAYA TV,金曜 19:00 更新,2021年4月9日
2021-04-11,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,milplus,日曜 0:00（土曜深夜） 更新,2021年4月11日
2021-04-25,,配信,,アニマックスプレミアムVOD,日曜 0:00（土曜深夜） 更新,2021年4月25日
