開始,終了,タイプ,放送局,配信サイト,時間
2020-04-02,2022-03-24,放送,NHK Eテレ,,木曜 17:20 - 17:25
2020-04-04,2022-03-26,配信,,dTV,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,AbemaTV,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,ひかりTV,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,Amazonプライム・ビデオ,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,U-NEXT,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,アニメ放題,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,GYAO!,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,バンダイチャンネル,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,J:COMオンデマンド,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,ビデオパス,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,FOD,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,ビデオマーケット,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,DMM.com,土曜 12:00 更新
2020-04-04,2022-03-26,配信,,music.jp,土曜 12:00 更新
2020-04-25,,配信,,dアニメストア,土曜 12:00 更新
