開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-06,2021-06-29,放送,読売テレビ,,火曜 1:59 - 2:29（月曜深夜）,2021年4月6日 - 6月29日
2021-04-07,2021-06-30,放送,TOKYO MX,,水曜 22:00 - 22:30,2021年4月7日 - 6月30日
2021-04-08,2021-07-01,放送,BSフジ,,木曜 0:30 - 1:00（水曜深夜）,2021年4月8日 - 7月1日
2021-04-09,2021-07-02,放送,中京テレビ,,金曜 1:37 - 2:07（木曜深夜）,2021年4月9日 - 7月2日
2021-04-11,2021-07-04,放送,CSファミリー劇場,,日曜 23:30 - 月曜 0:00,2021年4月11日 - 7月4日
2021-04-06,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 3:00（月曜深夜） 更新,2021年4月6日
2021-04-12,,配信,,ytv MyDo!,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,TVer,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,GYAO!,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,ABEMA,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,ニコニコチャンネル,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,U-NEXT,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,Amazonプライム・ビデオ,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,アニメ放題,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,バンダイチャンネル,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,ひかりTV,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,Hulu,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,FOD,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,TELASA,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,milplus,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,Paravi,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,ビデオマーケット,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,DMM.com,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,GYAO!ストア,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,COCORO VIDEO,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,HAPPY!動画,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,music.jp,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,TSUTAYA TV,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,クランクイン！ビデオ,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,Rakuten TV,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,Google Play,月曜 0:00（日曜深夜） 更新,2021年4月12日
2021-04-12,,配信,,ムービーフルPlus,月曜 0:00（日曜深夜） 更新,2021年4月12日
