開始,終了,タイプ,放送局,配信サイト,時間
2020-10-02,2020-12-18,放送,TOKYO MX,,金曜 22:00 - 22:30
2020-10-03,2020-12-19,放送,BS11,,土曜 1:30 - 2:00（金曜深夜）
2020-10-03,2020-12-19,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2020-10-05,2020-12-21,放送,AT-X,,月曜 21:00 - 21:30
2020-10-08,2020-12-24,放送,WOWOW,,木曜 0:30 - 1:00（水曜深夜）
2021-07-10,2021-09-25,放送,TOKYO MX,,土曜 0:30 - 1:00
2021-07-10,2021-09-25,放送,BS11,,土曜 0:30 - 1:00
2021-07-10,2021-09-25,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2021-07-12,2021-09-27,放送,AT-X,,月曜 21:00 - 21:30
2021-07-15,2021-09-30,放送,WOWOW,,木曜 0:30 - 1:00（水曜深夜）
2020-10-02,,配信,,ABEMA,金曜 22:00 - 22:30
2020-10-02,,配信,,dアニメストア,金曜 22:00 更新
2020-10-06,,配信,,Netflix,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,みるプラス,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,TELASA,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,auスマートパスプレミアム,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,バンダイチャンネル,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,hulu,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,WOWOWメンバーズオンデマンド,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,ひかりTV,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,FOD,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,TVer,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,MBS動画イズム,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,GYAO!,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,ニコニコチャンネル,火曜 0:00（月曜深夜） 更新
2020-10-06,,配信,,ニコニコ生放送,火曜 0:00 - 0:30（月曜深夜）
2021-07-10,,配信,,ABEMA,土曜 0:30（金曜深夜） 更新
2021-07-10,,配信,,dアニメストア,土曜 0:30（金曜深夜） 更新
2021-07-13,,配信,,Netflix,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Amazon Prime Video,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,J:COMオンデマンド,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,みるプラス,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,TELASA,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,auスマートパスプレミアム,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,U-NEXT,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,アニメ放題,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,バンダイチャンネル,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,hulu,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,WOWOWオンデマンド,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ひかりTV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,FOD,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,TVer,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,MBS動画イズム,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,GYAO!,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ニコニコ生放送,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ニコニコチャンネル,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,TSUTAYA TV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ビデオマーケット,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,DMM.com,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Rakuten TV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,PlayStation Video,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Google Play,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,クランクイン！ビデオ,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,HAPPY!動画,火曜 0:30（月曜深夜） 更新
