開始,終了,タイプ,放送局,配信サイト,時間
2022-04-06,2022-06-22,放送,AT-X,,水曜 23:30 - 木曜 0:00
2022-04-07,2022-06-23,放送,TOKYO MX,,木曜 1:35 - 2:05（水曜深夜）
2022-04-07,2022-06-23,放送,KBS京都,,木曜 1:35 - 2:05（水曜深夜）
2022-04-08,2022-06-24,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）
2022-04-08,2022-06-24,放送,BS11,,金曜 23:00 - 23:30
2022-04-07,,配信,,dアニメストア,木曜 0:30（水曜深夜） 更新
2022-04-14,,配信,,ニコニコチャンネル[33],木曜 0:30（水曜深夜） 更新
2022-04-14,,配信,,ABEMA[34],木曜 1:00 - 1:30（水曜深夜）
2022-04-14,,配信,,ニコニコ生放送[33],木曜 23:00 - 23:30
2022-04-14,,配信,,GYAO!,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,ひかりTV,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,FOD,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,バンダイチャンネル,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,Hulu,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,TELASA,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,J:COMオンデマンド,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,みるプラス見放題プレミアム,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,アニメ放題,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,Amazon Prime Video,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,U-NEXT,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,Rakuten TV,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,DMM.com,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,music.jp,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,ビデオマーケット,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,HAPPY!動画,木曜 0:30（水曜深夜） 以降順次更新
2022-04-14,,配信,,クランクイン！ビデオ,木曜 0:30（水曜深夜） 以降順次更新
