開始,終了,タイプ,放送局,配信サイト,時間
2021-04-04,,放送,TOKYO MX,,日曜 22:30 - 23:00
2021-04-12,,放送,AT-X,,火曜 0:00 - 0:30（月曜深夜）月曜 23:30 - 火曜 0:00
2021-04-07,,放送,BS11,,水曜 0:00 - 0:30（火曜深夜）
2021-04-07,,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）
2021-04-14,,放送,IBC岩手放送,,水曜 1:28 - 1:58（火曜深夜）
2021-04-04,,配信,,Amazonプライム・ビデオ,日曜 23:00 更新
2021-04-04,,配信,,アニメ放題,日曜 23:00 更新
2021-04-04,,配信,,ABEMAビデオ（ABEMAプレミアム会員限定）,日曜 23:00 更新
2021-04-04,,配信,,dアニメストア,日曜 23:00 更新
2021-04-04,,配信,,J:COMオンデマンド,日曜 23:00 更新
2021-04-04,,配信,,TELASA,日曜 23:00 更新
2021-04-04,,配信,,dTV,日曜 23:00 更新
2021-04-04,,配信,,Netflix,日曜 23:00 更新
2021-04-04,,配信,,バンダイチャンネル,日曜 23:00 更新
2021-04-04,,配信,,ひかりTV,日曜 23:00 更新
2021-04-04,,配信,,Hulu,日曜 23:00 更新
2021-04-04,,配信,,U-NEXT,日曜 23:00 更新
2021-04-04,,配信,,あにてれ,日曜 23:00 更新
2021-04-04,,配信,,GYAO!ストア,日曜 23:00 更新
2021-04-04,,配信,,COCORO VIDEO,日曜 23:00 更新
2021-04-04,,配信,,TSUTAYA TV,日曜 23:00 更新
2021-04-04,,配信,,DMM.com,日曜 23:00 更新
2021-04-04,,配信,,ニコニコチャンネル,日曜 23:00 更新
2021-04-04,,配信,,HAPPY!動画,日曜 23:00 更新
2021-04-04,,配信,,ビデオマーケット,日曜 23:00 更新
2021-04-04,,配信,,milplus,日曜 23:00 更新
2021-04-04,,配信,,music.jp,日曜 23:00 更新
2021-04-04,,配信,,ムービーフルplus,日曜 23:00 更新
2021-04-04,,配信,,Rakuten TV,日曜 23:00 更新
2021-04-09,,配信,,ニコニコ生放送,金曜 23:00 - 23:30
2021-04-09,,配信,,ABEMA,金曜 23:30 - 土曜 0:00
2021-04-10,,配信,,GYAO!,土曜 0:00（金曜深夜） 更新
2022-08-04,2022-08-11,放送,AT-X,,木曜 20:30 - 21:00
2022-09-24,2022-10-01,放送,毎日放送（放送キー局）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
