開始,終了,タイプ,放送局,配信サイト,時間
2021-10-03,2021-12-26,放送,TOKYO MX,,日曜 23:00 - 23:30
2021-10-06,2021-12-29,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）
2021-10-07,2021-12-30,放送,AT-X,,木曜 21:30 - 22:00
2021-10-03,,配信,,Amazon Prime Video,日曜 23:30 更新
2021-10-03,,配信,,アニメ放題,日曜 23:30 更新
2021-10-03,,配信,,ABEMAビデオ（ABEMAプレミアム会員限定）,日曜 23:30 更新
2021-10-03,,配信,,auスマートパスプレミアム,日曜 23:30 更新
2021-10-03,,配信,,J:COMオンデマンド,日曜 23:30 更新
2021-10-03,,配信,,TELASA,日曜 23:30 更新
2021-10-03,,配信,,dアニメストア,日曜 23:30 更新
2021-10-03,,配信,,バンダイチャンネル,日曜 23:30 更新
2021-10-03,,配信,,ひかりTV,日曜 23:30 更新
2021-10-03,,配信,,Hulu,日曜 23:30 更新
2021-10-03,,配信,,milplus,日曜 23:30 更新
2021-10-03,,配信,,U-NEXT,日曜 23:30 更新
2021-10-03,,配信,,GYAO!ストア,日曜 23:30 更新
2021-10-03,,配信,,TSUTAYA TV,日曜 23:30 更新
2021-10-03,,配信,,DMM.com,日曜 23:30 更新
2021-10-03,,配信,,ニコニコチャンネル,日曜 23:30 更新
2021-10-03,,配信,,HAPPY!動画,日曜 23:30 更新
2021-10-03,,配信,,ビデオマーケット,日曜 23:30 更新
2021-10-03,,配信,,music.jp,日曜 23:30 更新
2021-10-03,,配信,,ムービーフルplus,日曜 23:30 更新
2021-10-03,,配信,,Rakuten TV,日曜 23:30 更新
2021-10-06,,配信,,ABEMA,水曜 1:00 - 1:30（火曜深夜）
2021-10-07,,配信,,GYAO!,木曜 0:00（水曜深夜） 更新
2021-10-11,,配信,,ニコニコ生放送,月曜 23:00 - 23:30
