開始,終了,タイプ,放送局,配信サイト,時間
2021-07-01,2021-09-16,放送,TOKYO MX,,木曜 22:00 - 22:30
2021-07-01,2021-09-16,放送,BS日テレ,,木曜 23:30 - 金曜 0:00
2021-07-01,2021-09-16,放送,AT-X,,木曜 23:30 - 金曜 0:00
2021-07-08,2021-09-23,放送,J:COMテレビ,,木曜 1:00 - 1:30（水曜深夜）
2021-07-01,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,木曜 22:30 更新
2021-07-05,,配信,,Amazon Prime Video,月曜 0:00 更新
2021-07-08,,配信,,ABEMA,木曜 0:00 更新
2021-07-08,,配信,,GYAO!,木曜 0:00 更新
2021-07-08,,配信,,ニコニコチャンネル,木曜 0:00 更新
2021-07-08,,配信,,U-NEXT,木曜 0:00 更新
2021-07-08,,配信,,FOD,木曜 0:00 更新
2021-07-08,,配信,,アニメ放題,木曜 0:00 更新
2021-07-08,,配信,,Netflix,木曜 0:00 更新
2021-07-08,,配信,,dTV,木曜 0:00 更新
2021-07-08,,配信,,バンダイチャンネル,木曜 0:00 更新
2021-07-08,,配信,,ひかりTV,木曜 0:00 更新
2021-07-08,,配信,,Hulu,木曜 0:00 更新
2021-07-08,,配信,,J:COMオンデマンド,木曜 0:00 更新
2021-07-08,,配信,,milplus,木曜 0:00 更新
2021-07-08,,配信,,ビデオマーケット,木曜 0:00 更新
2021-07-08,,配信,,DMM.com,木曜 0:00 更新
2021-07-08,,配信,,GYAO!ストア,木曜 0:00 更新
2021-07-08,,配信,,COCORO VIDEO,木曜 0:00 更新
2021-07-08,,配信,,HAPPY! 動画,木曜 0:00 更新
2021-07-08,,配信,,TELASA,木曜 0:00 更新
2021-07-08,,配信,,music.jp,木曜 0:00 更新
2021-07-08,,配信,,TSUTAYA TV,木曜 0:00 更新
2021-07-08,,配信,,クランクイン！ビデオ,木曜 0:00 更新
2021-07-08,,配信,,Rakuten TV,木曜 0:00 更新
2021-07-08,,配信,,Google Play,木曜 0:00 更新
2021-07-08,,配信,,ムービーフルPlus,木曜 0:00 更新
