開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-04-05,2022-06-21,放送,TOKYO MX,,火曜 23:00 - 23:30,2022年4月5日 - 6月21日
2022-04-06,2022-06-22,放送,BS日テレ,,水曜 0:00 - 0:30（火曜深夜）,2022年4月6日 - 6月22日
2022-04-06,2022-06-22,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2022年4月6日 - 6月22日
2022-04-07,2022-06-23,放送,AT-X,,木曜 21:30 - 22:00,2022年4月7日 - 6月23日
2022-04-09,2022-06-25,放送,チューリップテレビ,,土曜 1:55 - 2:25（金曜深夜）,2022年4月9日 - 6月25日
2022-03-31,,配信,,ABEMA,木曜 23:00 - 23:30,2022年3月31日
2022-04-07,,配信,,dアニメストア,木曜 23:00 更新,2022年4月7日
2022-04-07,,配信,,U-NEXT,木曜 23:00 更新,2022年4月7日
2022-04-07,,配信,,dTV,木曜 23:00 更新,2022年4月7日
2022-04-07,,配信,,アニメタイムズ,木曜 23:00 更新,2022年4月7日
2022-04-10,,配信,,Amazon Prime Video,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,Netflix,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,WOWOWオンデマンド,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,アニメ放題,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,バンダイチャンネル,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,Hulu,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,FOD,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,ひかりTV,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,ニコニコチャンネル,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,TVer,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,MBS動画イズム,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,GYAO!,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,ビデオマーケット,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,music.jp,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,GYAO!ストア,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,クランクイン！ビデオ,日曜 23:00 更新,2022年4月10日
2022-04-10,,配信,,ニコニコ生放送,日曜 23:00 - 23:30,2022年4月10日
2022-04-10,,配信,,Disney+,日曜 23:00以降 更新,2022年4月10日
2022-04-11,,配信,,TELASA,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,milplus,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,auスマートパスプレミアム,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,DMM.com,月曜 10:00 更新,2022年4月11日
2022-04-11,,配信,,HAPPY!動画,月曜 12:00 更新,2022年4月11日
