開始,終了,タイプ,放送局,配信サイト,時間,期間
2023-01-07,2023-04-01,放送,TOKYO MX,,土曜 0:00 - 0:30（金曜深夜）,2023年1月7日 - 4月1日
2023-01-07,2023-04-01,放送,とちぎテレビ,,土曜 0:00 - 0:30（金曜深夜）,2023年1月7日 - 4月1日
2023-01-07,2023-04-01,放送,群馬テレビ,,土曜 0:00 - 0:30（金曜深夜）,2023年1月7日 - 4月1日
2023-01-07,2023-04-01,放送,BS11,,土曜 0:00 - 0:30（金曜深夜）,2023年1月7日 - 4月1日
2023-01-08,2023-04-02,放送,メ〜テレ,,日曜 2:30 - 3:00（土曜深夜）,2023年1月8日 - 4月2日
2023-01-08,2023-04-02,放送,朝日放送テレビ,,日曜 2:30 - 3:00（土曜深夜）,2023年1月8日 - 4月2日
2023-01-08,2023-04-02,放送,AT-X,,日曜 21:30 - 22:00,2023年1月8日 - 4月2日
2023-01-07,,配信,,ABEMA,土曜 0:00 - 0:30（金曜深夜）,2023年1月7日
2023-01-09,,配信,,バンダイチャンネル,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,dアニメストア（本店・for Prime Video）,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,DMM TV,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,FOD,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,GYAO!,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,Hulu,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,music.jp,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,Netflix,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,ニコニコチャンネル,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,Prime Video,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,U-NEXT,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,アニメ放題,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,Video Market,月曜 12:00 更新,2023年1月9日
2023-01-09,,配信,,WOWOWオンデマンド,月曜 12:00 更新,2023年1月9日
2023-01-10,,配信,,TELASA,火曜 0:00（月曜深夜） 更新,2023年1月10日
2023-01-10,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜） 更新,2023年1月10日
2023-01-10,,配信,,auスマートパスプレミアム,火曜 0:00（月曜深夜） 更新,2023年1月10日
2023-01-10,,配信,,milplus,火曜 0:00（月曜深夜） 更新,2023年1月10日
