開始,終了,タイプ,放送局,配信サイト,時間
2022-07-24,2022-10-09,放送,朝日放送テレビ（幹事局）、メ〜テレ（製作参加）およびテレビ朝日系列全24局,,日曜 2:00 - 2:30（土曜深夜）
2022-07-27,2022-10-12,放送,AT-X,,水曜 20:30 - 21:00
2022-07-30,2022-10-15,放送,BS12 トゥエルビ,,土曜 2:00 - 2:30（金曜深夜）
2022-07-24,,配信,,バンダイチャンネル,日曜 2:30（土曜深夜）更新
2022-07-24,,配信,,Hulu,日曜 2:30（土曜深夜）更新
2022-07-26,,配信,,Amazon Prime Video,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,U-NEXT,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,アニメ放題,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,ABEMA,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,GYAO!,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,FOD,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,ひかりTV,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,niconico,火曜 2:30（月曜深夜）更新
2022-07-26,,配信,,ニコニコ生放送[23],火曜 2:30 - 3:00（月曜深夜）
2022-07-26,,配信,,TVer,火曜 12:00 更新
2022-07-27,,配信,,TELASA,水曜 0:00（火曜深夜）更新
2022-07-27,,配信,,J:COMオンデマンド,水曜 0:00（火曜深夜）更新
2022-07-27,,配信,,milplus,水曜 0:00（火曜深夜）更新
2022-07-27,,配信,,auスマートパスプレミアム,水曜 0:00（火曜深夜）更新
