開始,終了,タイプ,放送局,配信サイト,時間
2021-04-07,2021-06-23,放送,AT-X,,水曜 23:00 - 23:30
2021-04-08,2021-06-24,放送,TOKYO MX,,木曜 1:35 - 2:05（水曜深夜）
2021-04-08,2021-06-24,放送,KBS京都,,木曜 1:35 - 2:05（水曜深夜）
2021-04-09,2021-06-25,放送,サンテレビ,,金曜 1:30 - 2:00（木曜深夜）
2021-04-09,2021-06-25,放送,テレビ愛知,,金曜 2:35 - 3:05（木曜深夜）
2021-04-10,2021-06-26,放送,BS11,,土曜 1:00 - 1:30（金曜深夜）
2021-04-17,2021-07-03,放送,山梨放送,,土曜 0:30 - 1:00（金曜深夜）
2021-04-07,,配信,,dアニメストア,水曜 23:30 更新
2021-04-15,,配信,,TELASA,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,Amazonプライム・ビデオ,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,J:COMオンデマンド,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,ひかりTV,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,U-NEXT,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,アニメ放題,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,Hulu,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,ABEMA,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,GYAO!,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,FOD,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,ニコニコチャンネル,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,Rakuten TV,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,ビデオマーケット,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,DMM.com,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,HAPPY!動画,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,MOVIEFULL,木曜 0:00（水曜深夜） 更新
2021-04-15,,配信,,クランクイン！ビデオ,木曜 0:00（水曜深夜） 更新
