開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-04-04,2022-06-20,放送,TOKYO MX,,月曜 23:00 - 23:30,2022年4月4日 - 6月20日
2022-04-04,2022-06-20,放送,BS11,,月曜 23:00 - 23:30,2022年4月4日 - 6月20日
2022-04-04,,配信,,アニメ放題,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,Amazon Prime Video,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,ABEMA,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,auスマートパスプレミアム,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,J:COMオンデマンド,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,TELASA,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,dアニメストア,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,バンダイチャンネル,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,ひかりTV,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,Hulu,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,milplus,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,U-NEXT,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,FOD,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,GYAO!ストア,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,DMM.com,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,ニコニコチャンネル,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,HAPPY動画,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,ビデオマーケット,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,music.jp,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,ムービーフル,月曜 23:30 更新,2022年4月4日
2022-04-04,,配信,,Rakuten TV,月曜 23:30 更新,2022年4月4日
2022-04-06,,配信,,GYAO!,水曜 12:00 更新,2022年4月6日
2022-04-06,,配信,,ニコニコ生放送,水曜 23:00 - 23:30,2022年4月6日
