開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-07-02,2022-09-24,放送,TOKYO MX,,土曜 23:30 - 日曜 0:00,2022年7月2日 - 9月24日
2022-07-02,2022-09-24,放送,とちぎテレビ,,土曜 23:30 - 日曜 0:00,2022年7月2日 - 9月24日
2022-07-02,2022-09-24,放送,群馬テレビ,,土曜 23:30 - 日曜 0:00,2022年7月2日 - 9月24日
2022-07-02,2022-09-24,放送,BS11,,土曜 23:30 - 日曜 0:00,2022年7月2日 - 9月24日
2022-07-04,2022-09-26,放送,AT-X,,月曜 22:00 - 22:30,2022年7月4日 - 9月26日
2022-07-07,2022-09-29,放送,朝日放送テレビ,,木曜 2:14 - 2:44（水曜深夜）,2022年7月7日 - 9月29日
2022-07-08,2022-09-30,放送,メ〜テレ,,金曜 2:15 - 2:45（木曜深夜）,2022年7月8日 - 9月30日
2022-07-02,,配信,,ABEMA,土曜 23:30 - 日曜 0:00,2022年7月2日
2022-07-05,,配信,,GYAO!,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,ニコニコチャンネル,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,Prime Video,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,Netflix,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,U-NEXT,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,アニメ放題,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,バンダイチャンネル,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,Hulu,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,FOD,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,WOWOWオンデマンド,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,ひかりTV,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,Video Market,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,music.jp,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,GYAO!ストア,火曜 12:00 更新,2022年7月5日
2022-07-05,,配信,,ニコニコ生放送,火曜 23:00 - 23:30,2022年7月5日
2022-07-06,,配信,,J:COMオンデマンド,水曜 0:00 更新,2022年7月6日
2022-07-06,,配信,,TELASA,水曜 0:00 更新,2022年7月6日
2022-07-06,,配信,,milplus,水曜 0:00 更新,2022年7月6日
2022-07-06,,配信,,auスマートパスプレミアム,水曜 0:00 更新,2022年7月6日
