開始,終了,タイプ,放送局,配信サイト,時間,期間
2017-07-04,2017-09-19,放送,テレビ東京,,火曜 1:35 - 2:05（月曜深夜）,2017年7月4日 - 9月19日
2017-07-06,2017-09-21,放送,AT-X,,木曜 20:00 - 20:30,2017年7月6日 - 9月21日
2017-07-09,2017-09-24,放送,BSジャパン,,日曜 0:30 - 1:00（土曜深夜）,2017年7月9日 - 9月24日
2017-07-05,,配信,,dTV,水曜 12:00 更新,2017年7月5日
2017-07-05,,配信,,dアニメストア,水曜 12:00 更新,2017年7月5日
2017-07-05,,配信,,あにてれ,水曜 12:00 更新,2017年7月5日
2017-07-08,,配信,,PlayStation Video,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,ひかりTV,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,楽天ショウタイム,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,DMM.com,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,GYAO!,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,GYAO!ストア,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,ビデオマーケット,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,ニコニコチャンネル,土曜 12:00 更新,2017年7月8日
2017-07-08,,配信,,TSUTAYA TV,土曜 19:00 更新,2017年7月8日
2017-07-09,,配信,,J:COMオンデマンド,日曜 0:00 更新,2017年7月9日
2017-07-09,,配信,,ビデオパス,日曜 0:00 更新,2017年7月9日
2021-10-02,2021-12-18,放送,テレビ東京,,土曜 1:23 - 1:53（金曜深夜）,2021年10月2日 - 12月18日
2021-10-03,2021-12-19,放送,テレビ大阪,,日曜 2:55 - 3:25（土曜深夜）,2021年10月3日 - 12月19日
2021-10-04,2021-12-20,放送,AT-X,,月曜 22:30 - 23:00,2021年10月4日 - 12月20日
2021-10-02,,配信,,ABEMAビデオ（ABEMAプレミアム会員限定）,土曜 2:00（金曜深夜） 更新,2021年10月2日
2021-10-02,,配信,,ABEMA,土曜 2:30 - 3:00（金曜深夜）,2021年10月2日
2021-10-09,,配信,,dアニメストア,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,Netflix,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,Amazon Prime Video,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,U-NEXT,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,dTV,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,バンダイチャンネル,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,Hulu,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,FOD,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,ひかりTV,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,アニメ放題,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,アニメカ,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,ニコニコチャンネル,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,Paravi,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,TVer,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,ネットもテレ東,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,AnimeFesta,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,GYAO!,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,GYAO!ストア,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,ビデオマーケット,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,music.jp,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,クランクイン！ビデオ,土曜 2:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,DMM.com,土曜 10:00 更新,2021年10月9日
2021-10-09,,配信,,TELASA,土曜 12:00 更新,2021年10月9日
2021-10-09,,配信,,J:COMオンデマンド メガパック,土曜 12:00 更新,2021年10月9日
2021-10-09,,配信,,milplus,土曜 12:00 更新,2021年10月9日
2021-10-09,,配信,,auスマートパスプレミアム,土曜 12:00 更新,2021年10月9日
2021-10-09,,配信,,HAPPY!動画,土曜 12:00 更新,2021年10月9日
2021-10-09,,配信,,ニコニコ生放送,土曜 23:30 - 日曜 0:00,2021年10月9日
