開始,終了,タイプ,放送局,配信サイト,時間
2020-11-06,2021-02-05,放送,長崎文化放送,,金曜 1:18 - 1:50（木曜深夜）
2020-11-06,2021-02-05,放送,北海道テレビ,,金曜 1:20 - 1:50（木曜深夜）
2020-11-06,2021-02-05,放送,新潟テレビ21,,金曜 1:25 - 1:55（木曜深夜）
2020-11-06,2021-02-05,放送,テレビ山梨,,金曜 2:30 - 3:00（木曜深夜）
2020-10-30,,配信,,YouTube,金曜 23:00 - 23:30
2020-10-30,,配信,,Twitter,金曜 23:00 - 23:30
2020-10-31,,配信,,ABEMA,土曜 1:30 - 2:00（金曜深夜）
2020-10-30,,配信,,Amazonプライム・ビデオ,未定
2020-10-30,,配信,,U-NEXT,未定
2020-10-30,,配信,,Hulu,未定
2020-10-30,,配信,,dアニメストア,未定
2020-10-30,,配信,,TELASA,未定
2020-10-30,,配信,,J:COMオンデマンド,未定
2020-10-30,,配信,,HAPPY!動画,未定
2020-10-30,,配信,,Rakuten TV,未定
2020-10-30,,配信,,TSUTAYA TV,未定
2020-10-30,,配信,,ひかりTV,未定
2020-10-30,,配信,,ふらっと動画,未定
2020-10-30,,配信,,FOD,未定
2020-10-30,,配信,,あにてれ,未定
2020-10-30,,配信,,バンダイチャンネル,未定
2020-10-30,,配信,,ニコニコチャンネル,未定
2020-10-30,,配信,,ニコニコ生放送,未定
2020-10-30,,配信,,ビデオマーケット,未定
2020-10-30,,配信,,DMM.com,未定
2020-10-30,,配信,,COCORO VIDEO,未定
2020-10-30,,配信,,music.jp,未定
2020-10-30,,配信,,GYAO!ストア,未定
2023-01-13,2023-03-31,放送,TOKYO MX,,金曜 23:00 - 23:30
2023-01-13,2023-03-31,放送,BS日テレ,,金曜 23:00 - 23:30
2023-01-13,2023-03-31,放送,AT-X,,金曜 23:00 - 23:30
2023-01-14,2023-04-01,放送,KBS京都,,土曜 1:00 - 1:30（金曜深夜）
2023-01-14,2023-04-01,放送,サンテレビ,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
2023-01-14,2023-04-01,配信,,,土曜 22:30 - 23:00
