開始,終了,タイプ,放送局,配信サイト,時間
2020-10-30,2021-01-29,放送,TOKYO MX,,金曜 23:00 - 23:30
2020-10-30,2021-01-29,放送,千葉テレビ,,金曜 23:00 - 23:30
2020-10-30,2021-01-29,放送,tvk,,金曜 23:00 - 23:30
2020-10-30,2021-01-29,放送,BS日テレ,,金曜 23:00 - 23:30
2020-10-30,2021-01-29,放送,AT-X,,金曜 23:00 - 23:30
2020-10-30,2021-01-29,放送,サンテレビ,,金曜 23:30 - 土曜 0:00
2020-10-31,2021-01-30,放送,KBS京都,,土曜 1:30 - 2:00（金曜深夜）
2020-10-31,2021-02-06,放送,テレビユー山形,,土曜 1:55 - 2:25（金曜深夜）
2020-11-01,2021-01-31,放送,テレビ山口,,日曜 1:34 - 2:04（土曜深夜）
2020-11-01,2021-01-31,放送,宮崎放送,,日曜 1:58 - 2:28（土曜深夜）
2020-11-01,2021-01-31,放送,RKB毎日放送,,日曜 2:00 - 2:30（土曜深夜）
2020-11-02,2021-02-01,放送,北陸朝日放送,,月曜 1:30 - 2:00（日曜深夜）
2020-11-02,2021-01-04,放送,テレビ愛知,,月曜 1:35 - 2:05（日曜深夜）月曜 1:05 - 1:35（日曜深夜）
2020-11-02,2021-02-01,放送,大分放送,,月曜 2:20 - 2:50（日曜深夜）
2020-11-03,2021-02-02,放送,長野朝日放送,,火曜 1:20 - 1:50（月曜深夜）
2020-11-03,2021-02-02,放送,琉球朝日放送,,火曜 1:20 - 1:50（月曜深夜）
2020-11-03,2021-02-02,放送,青森テレビ,,火曜 1:39 - 2:09（月曜深夜）
2020-11-03,2021-02-02,放送,岩手朝日テレビ,,火曜 1:50 - 2:20（月曜深夜）
2020-11-03,2021-02-02,放送,秋田朝日放送,,火曜 1:50 - 2:20（月曜深夜）
2020-11-03,2021-02-02,放送,RSK山陽放送,,火曜 1:52 - 2:22（月曜深夜）
2020-11-03,2021-02-02,放送,静岡朝日テレビ,,火曜 1:59 - 2:29（月曜深夜）
2020-11-04,2021-02-03,放送,福島放送,,水曜 1:20 - 1:50（火曜深夜）
2020-11-04,2021-02-03,放送,東日本放送,,水曜 1:31 - 2:01（火曜深夜）
2020-11-04,2021-02-03,放送,愛媛朝日テレビ,,水曜 1:50 - 2:20（火曜深夜）
2020-11-04,2021-02-03,放送,テレビ新広島,,水曜 2:00 - 2:30（火曜深夜）
2020-11-05,2021-02-04,放送,テレビくまもと,,木曜 1:55 - 2:25（水曜深夜）
2020-11-06,2021-02-05,放送,南日本放送,,金曜 1:05 - 1:35（木曜深夜）
