開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-08,2021-06-24,放送,AT-X,,木曜 23:00 - 23:30,2021年4月8日 - 6月24日
2021-04-08,2021-06-24,放送,TOKYO MX,,木曜 23:30 - 金曜 0:00,2021年4月8日 - 6月24日
2021-04-08,2021-06-24,放送,BS日テレ,,木曜 23:30 - 金曜 0:00,2021年4月8日 - 6月24日
2021-04-09,,配信,,U-NEXT,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,アニメ放題,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,dアニメストア,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,ABEMA,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,バンダイチャンネル,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,Hulu,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,FOD,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,TELASA,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,みるプラス,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,auスマートパスプレミアム,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,GYAO!,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,Amazonプライム・ビデオ,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,ひかりTV,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,ニコニコチャンネル,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,ビデオマーケット,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,milplus,金曜 0:00（木曜深夜） 更新,2021年4月9日
2021-04-09,,配信,,ニコニコ生放送,金曜 0:00 - 0:30（木曜深夜）,2021年4月9日
