開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-01-05,2020-03-29,放送,TOKYO MX,,日曜 0:00 - 0:30（土曜深夜）,2020年1月5日 - 3月29日
2020-01-05,2020-03-29,放送,とちぎテレビ,,日曜 0:00 - 0:30（土曜深夜）,2020年1月5日 - 3月29日
2020-01-05,2020-03-29,放送,群馬テレビ,,日曜 0:00 - 0:30（土曜深夜）,2020年1月5日 - 3月29日
2020-01-05,2020-03-29,放送,BS11,,日曜 0:00 - 0:30（土曜深夜）,2020年1月5日 - 3月29日
2020-01-05,2020-03-29,放送,毎日放送,,日曜 2:08 - 2:38 （土曜深夜）,2020年1月5日 - 3月29日
2020-01-05,2020-03-29,放送,AT-X,,日曜 22:00 - 22:30,2020年1月5日 - 3月29日
2020-01-05,,配信,,dアニメストア,日曜 0:30 更新（土曜深夜）,2020年1月5日
2020-01-05,,配信,,dアニメストア for Prime Video,日曜 0:30 更新（土曜深夜）,2020年1月5日
2020-01-05,,配信,,AbemaTV,日曜 0:30 更新（土曜深夜）,2020年1月5日
2020-01-08,,配信,,Netflix,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,バンダイチャンネル,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,Hulu,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,Amazon Prime Video,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,アニメ放題,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,FOD,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,GYAO!,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,ニコニコチャンネル,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,ビデオパス,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,J:COMオンデマンド,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,ひかりTV,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,ビデオマーケット,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,music.jp,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,DMM.com,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,Tver,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,MBS動画イズム,水曜 0:30 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,ニコニコ生放送,水曜 0:45 更新（火曜深夜）,2020年1月8日
2020-01-08,,配信,,U-NEXT,水曜 1:00 更新（火曜深夜）,2020年1月8日
2021-08-01,2021-09-26,放送,TOKYO MX,,日曜 0:00 - 0:30（土曜深夜）,2021年8月1日 - 9月26日
2021-08-01,2021-09-26,放送,とちぎテレビ,,日曜 0:00 - 0:30（土曜深夜）,2021年8月1日 - 9月26日
2021-08-01,2021-09-26,放送,群馬テレビ,,日曜 0:00 - 0:30（土曜深夜）,2021年8月1日 - 9月26日
2021-08-01,2021-09-26,放送,BS11,,日曜 0:00 - 0:30（土曜深夜）,2021年8月1日 - 9月26日
2021-08-01,2021-09-26,放送,毎日放送,,日曜 3:38 - 4:08 （土曜深夜）,2021年8月1日 - 9月26日
2021-08-01,2021-09-26,放送,AT-X,,日曜 22:30 - 23:00,2021年8月1日 - 9月26日
