開始,終了,タイプ,放送局,配信サイト,時間
2020-04-05,2020-06-28,放送,TOKYO MX,,日曜 23:30 - 月曜 0:00
2020-04-05,2020-06-28,放送,サンテレビ,,日曜 23:30 - 月曜 0:00
2020-04-05,2020-06-28,放送,KBS京都,,日曜 23:30 - 月曜 0:00
2020-04-05,2020-06-28,放送,BS11,,日曜 23:30 - 月曜 0:00
2020-04-07,2020-06-30,放送,AT-X,,火曜 21:30 - 22:00
2020-04-05,,配信,,ABEMA,日曜 23:30 - 月曜 0:00
2020-04-05,,配信,,Amazonプライム・ビデオ,日曜 23:30 更新
2020-04-05,,配信,,dアニメストア,日曜 23:30 更新
2020-04-05,,配信,,U-NEXT,日曜 23:30 更新
2020-04-05,,配信,,アニメ放題,日曜 23:30 更新
2020-04-05,,配信,,バンダイチャンネル,日曜 23:30 更新
2020-04-05,,配信,,hulu,日曜 23:30 更新
2020-04-05,,配信,,FOD,日曜 23:30 更新
2020-04-05,,配信,,Netflix,日曜 23:30 更新
2020-04-05,,配信,,GYAO!,日曜 23:30 更新
2020-04-05,,配信,,J:COMオンデマンド,日曜 23:30 更新
2020-04-05,,配信,,TELASA,日曜 23:30 更新
2020-04-05,,配信,,みるプラス,日曜 23:30 更新
2020-04-05,,配信,,TSUTAYA TV,日曜 23:30 更新
2020-04-05,,配信,,あにてれ,日曜 23:30 更新
2020-04-05,,配信,,ニコニコチャンネル,日曜 23:30 更新
2020-04-05,,配信,,HAPPY!動画,日曜 23:30 更新
2020-04-05,,配信,,Rakuten TV,日曜 23:30 更新
2020-04-05,,配信,,VIDEX,日曜 23:30 更新
2020-04-05,,配信,,ビデオマーケット,日曜 23:30 更新
2020-04-05,,配信,,ゲオTV,日曜 23:30 更新
2020-04-05,,配信,,ムービーフルPlus,日曜 23:30 更新
