開始,終了,タイプ,放送局,配信サイト,時間
2020-10-13,2020-12-29,放送,TOKYO MX,,火曜 23:00 - 23:30
2020-10-13,2020-12-29,放送,BS11,,火曜 23:30 - 水曜 0:00
2020-10-15,2020-12-31,放送,WOWOW,,木曜 0:00 - 0:30（水曜深夜）
2020-10-18,2021-01-11,放送,毎日放送,,日曜 3:08 - 3:38（土曜深夜）
2020-10-13,,配信,,dアニメストア,火曜 23:00 更新
2020-10-20,,配信,,Amazonプライム・ビデオ,火曜 23:00 更新
2020-10-20,,配信,,ABEMA,火曜 23:00 更新
2020-10-20,,配信,,バンダイチャンネル,火曜 23:00 更新
2020-10-20,,配信,,Hulu,火曜 23:00 更新
2020-10-20,,配信,,TELASA,火曜 23:00 更新
2020-10-20,,配信,,U-NEXT,火曜 23:00 更新
2020-10-20,,配信,,アニマックスオンデマンド,火曜 23:00 更新
2020-10-20,,配信,,FOD,火曜 23:00 更新
2020-10-20,,配信,,dTV,火曜 23:00 更新
2020-10-20,,配信,,GYAO!,火曜 23:00 更新
2020-10-20,,配信,,MBS動画イズム,火曜 23:00 更新
2020-10-20,,配信,,TVer,火曜 23:00 更新
2020-10-20,,配信,,NTTぷらら,火曜 23:00 更新
2020-10-20,,配信,,ビデオマーケット,火曜 23:00 更新
2020-10-20,,配信,,Rakuten TV,火曜 23:00 更新
2020-10-20,,配信,,HAPPY!動画,火曜 23:00 更新
