開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-03,2021-12-19,放送,AT-X,,日曜 22:00 - 22:30,2021年10月3日 - 12月19日
2021-10-04,2021-12-20,放送,TOKYO MX,,月曜 0:30 - 1:00（日曜深夜）,2021年10月4日 - 12月20日
2021-10-04,2021-12-20,放送,KBS京都,,月曜 0:45 - 1:15（日曜深夜）,2021年10月4日 - 12月20日
2021-10-04,2021-12-20,放送,サンテレビ,,月曜 1:00 - 1:30（日曜深夜）,2021年10月4日 - 12月20日
2021-10-05,2021-12-21,放送,BS日テレ,,火曜 0:00 - 0:30（月曜深夜）,2021年10月5日 - 12月21日
2021-10-04,,配信,,dアニメストア,月曜 0:30（日曜深夜） 更新,2021年10月4日
2021-10-04,,配信,,Amazon Prime Video,月曜 0:30（日曜深夜） 更新,2021年10月4日
2021-10-11,,配信,,Netflix,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,ABEMA,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,GYAO!,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,niconico,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,Hulu,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,バンダイチャンネル,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,TELASA,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,FOD,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,auスマートパスプレミアム,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,U-NEXT,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,アニメ放題,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,みるぷらす,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,ひかりTV,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,J:COMオンデマンド,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,アニメカ,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,Rakuten TV,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,Video Market,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,GYAO!ストア,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,DMM.com,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,music.jp,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,HAPPY！動画,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,MOVIEFULL,各サイトを参照,2021年10月11日以降
2021-10-11,,配信,,クランクイン！ビデオ,各サイトを参照,2021年10月11日以降
