開始,終了,タイプ,放送局,配信サイト,時間
2020-10-06,2020-12-22,放送,テレビ東京,,火曜 2:00 - 2:30（月曜深夜）
2020-10-06,2020-12-22,放送,AT-X,,火曜 22:00 - 22:30
2020-10-08,2020-12-24,放送,BSテレ東,,木曜 0:30 - 1:00（水曜深夜）
2022-07-14,,放送,テレビ北海道,,木曜 1:30 - 2:00（水曜深夜）
2020-10-06,,配信,,U-NEXT,火曜 3:00（月曜深夜） 更新
2020-10-12,,配信,,ニコニコチャンネル[48],月曜 0:00（日曜深夜） 更新
2020-10-12,,配信,,あにてれ,月曜 更新
2020-10-12,,配信,,dアニメストア,月曜 更新
2020-10-12,,配信,,Amazonプライム・ビデオ,月曜 更新
2020-10-12,,配信,,Netflix,月曜 更新
2020-10-12,,配信,,ABEMAプレミアム,月曜 更新
2020-10-12,,配信,,J:COMオンデマンド,月曜 更新
2020-10-12,,配信,,TELASA,月曜 更新
2020-10-12,,配信,,みるプラス,月曜 更新
2020-10-12,,配信,,auスマートパスプレミアム,月曜 更新
2020-10-12,,配信,,FOD,月曜 更新
2020-10-12,,配信,,ひかりTV,月曜 更新
2020-10-12,,配信,,バンダイチャンネル,月曜 更新
2020-10-12,,配信,,Hulu,月曜 更新
2020-10-12,,配信,,ムービーフルplus,月曜 更新
2020-10-12,,配信,,Google Play,月曜 更新
2020-10-12,,配信,,HAPPY!動画,月曜 更新
2020-10-12,,配信,,Chips!TV,月曜 更新
2020-10-12,,配信,,TSUTAYA TV,月曜 更新
2020-10-12,,配信,,dTV,月曜 更新
2020-10-12,,配信,,Rakuten TV,月曜 更新
2020-10-12,,配信,,ビデオマーケット,月曜 更新
2020-10-12,,配信,,DMM.com,月曜 更新
2020-10-12,,配信,,GYAO!ストア,月曜 更新
2020-10-15,,配信,,ABEMA[49],木曜 0:00 - 0:30（水曜深夜）
2020-10-15,,配信,,ニコニコ生放送[48],木曜 0:00 - 0:30（水曜深夜）
2020-10-15,,配信,,GYAO!,木曜 更新
2020-10-15,,配信,,アニメ放題,木曜 更新
