開始,終了,タイプ,放送局,配信サイト,時間
2022-04-08,2022-07-01,放送,TBSテレビ,,金曜 1:58 - 2:28（木曜深夜）
2022-04-11,2022-07-04,放送,BS11,,月曜 0:00 - 0:30（日曜深夜）
2022-04-17,2022-07-10,放送,TBSチャンネル1,,日曜 1:30 - 2:00（土曜深夜）
2022-04-08,,配信,,dアニメストア,金曜 2:30（木曜深夜） 更新
2022-04-11,,配信,,U-NEXT,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,ABEMAビデオ,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,Amazon Prime Video,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,バンダイチャンネル,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,FOD,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,ひかりTV,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,dTV,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,ニコニコチャンネル,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,アニメ放題,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,GYAO!,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,ビデオマーケット,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,music.jp,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,GYAO!ストア,月曜 2:30（日曜深夜） 更新
2022-04-11,,配信,,ABEMA[26],月曜 2:30 - 3:00（日曜深夜）
2022-04-11,,配信,,ニコニコ生放送,月曜 10:00 更新
2022-04-11,,配信,,hulu,月曜 12:00 更新
2022-04-11,,配信,,HAPPY!動画,月曜 12:00 更新
2022-04-11,,配信,,ニコニコ生放送,月曜 22:00 - 22:30
2022-04-12,,配信,,TELASA,火曜 0:00（月曜深夜） 更新
2022-04-12,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜） 更新
2022-04-12,,配信,,milplus,火曜 0:00（月曜深夜） 更新
2022-04-12,,配信,,auスマートパスプレミアム,火曜 0:00（月曜深夜） 更新
