開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-01-03,2020-03-27,放送,AT-X,,金曜 20:30 - 21:00,2020年1月3日 - 3月27日
2020-01-03,2020-03-27,放送,TOKYO MX,,金曜 22:30 - 23:00,2020年1月3日 - 3月27日
2020-01-03,2020-03-27,放送,BS11,,金曜 23:00 - 23:30,2020年1月3日 - 3月27日
2020-01-04,2020-03-28,放送,KBS京都,,土曜 0:00 - 0:30（金曜深夜）,2020年1月4日 - 3月28日
2020-01-04,2020-03-28,放送,サンテレビ,,土曜 0:00 - 0:30（金曜深夜）,2020年1月4日 - 3月28日
2020-01-04,2020-03-28,放送,テレビ愛知,,土曜 3:05 - 3:35（金曜深夜）,2020年1月4日 - 3月28日
2020-01-03,2020-03-27,配信,,dアニメストア,金曜 22:00 更新,2020年1月3日 - 3月27日
2020-01-06,2020-03-30,配信,,AbemaTV,月曜 更新,2020年1月6日 - 3月30日
2020-01-10,,配信,,ニコニコ生放送,不明,2020年1月10日以降 -
2020-01-10,,配信,,ニコニコチャンネル,不明,2020年1月10日以降 -
2020-01-10,,配信,,GYAO!,不明,2020年1月10日以降 -
2020-01-10,,配信,,ひかりTV,不明,2020年1月10日以降 -
2020-01-10,,配信,,dアニメストア,不明,2020年1月10日以降 -
2020-01-10,,配信,,FOD,不明,2020年1月10日以降 -
2020-01-10,,配信,,バンダイチャンネル,不明,2020年1月10日以降 -
2020-01-10,,配信,,Hulu,不明,2020年1月10日以降 -
2020-01-10,,配信,,J:COMオンデマンド,不明,2020年1月10日以降 -
2020-01-10,,配信,,ビデオパス,不明,2020年1月10日以降 -
2020-01-10,,配信,,アニメ放題,不明,2020年1月10日以降 -
2020-01-10,,配信,,U-NEXT,不明,2020年1月10日以降 -
2020-01-10,,配信,,Amazonプライム・ビデオ,不明,2020年1月10日以降 -
2020-01-10,,配信,,Rakuten TV,不明,2020年1月10日以降 -
2020-01-10,,配信,,DMM.com,不明,2020年1月10日以降 -
2020-01-10,,配信,,ビデオマーケット,不明,2020年1月10日以降 -
2020-01-10,,配信,,クランクイン！ビデオ,不明,2020年1月10日以降 -
2020-01-10,,配信,,HAPPY!動画,不明,2020年1月10日以降 -
2020-01-10,,配信,,ムービーフルPlus,不明,2020年1月10日以降 -
