開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-07-04,2021-09-19,放送,AT-X,,日曜 21:30 - 22:00,2021年7月4日 - 9月19日
2021-07-05,2021-09-20,放送,TOKYO MX,,月曜 0:30 - 1:00（日曜深夜）,2021年7月5日 - 9月20日
2021-07-05,2021-09-20,放送,サンテレビ,,月曜 0:30 - 1:00（日曜深夜）,2021年7月5日 - 9月20日
2021-07-05,2021-09-20,放送,KBS京都,,月曜 0:45 - 1:15（日曜深夜）,2021年7月5日 - 9月20日
2021-07-06,2021-09-21,放送,BS日テレ,,火曜 0:00 - 0:30（月曜深夜）,2021年7月6日 - 9月21日
2021-07-06,2021-09-21,放送,テレビ愛知,,火曜 2:05 - 2:35（月曜深夜）,2021年7月6日 - 9月21日
2021-07-04,,配信,,dアニメストア,月曜 23:00 更新,2021年7月4日
2021-07-07,,配信,,ABEMA,水曜 23:00 - 23:30,2021年7月7日
2021-07-09,,配信,,niconico,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,GYAO!,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,ひかりTV,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,FOD,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,Netflix,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,バンダイチャンネル,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,Hulu,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,J:COMオンデマンド,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,アニメ放題,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,Amazon Prime Video,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,U-NEXT,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,Rakuten TV,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,DMM.com,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,music.jp,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,ビデオマーケット,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,HAPPY!動画,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,クランクイン！ビデオ,金曜 23:00 以降順次更新,2021年7月9日以降順次
2021-07-09,,配信,,ムービーフルplus,金曜 23:00 以降順次更新,2021年7月9日以降順次
