開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-01-09,2019-06-26,放送,AT-X,,水曜 22:00 - 22:30,2019年1月9日 - 6月26日
2019-01-10,2019-06-27,放送,TOKYO MX,,木曜 1:05 - 1:35（水曜深夜）,2019年1月10日 - 6月27日
2019-01-10,2019-06-27,放送,KBS京都,,木曜 1:05 - 1:35（水曜深夜）,2019年1月10日 - 6月27日
2019-01-10,2019-06-27,放送,サンテレビ,,木曜 1:30 - 2:00（水曜深夜）,2019年1月10日 - 6月27日
2019-01-10,2019-06-27,放送,BS11,,木曜 1:30 - 2:00（水曜深夜）,2019年1月10日 - 6月27日
2019-01-10,2019-06-27,放送,テレビ愛知,,木曜 2:35 - 3:05（水曜深夜）,2019年1月10日 - 6月27日
2019-01-10,2019-06-27,放送,TVQ九州放送,,木曜 2:35 - 3:05（水曜深夜）,2019年1月10日 - 6月27日
2019-01-09,,配信,,ひかりTV,水曜 23:30 更新,2019年1月9日
2019-01-14,,配信,,dTVチャンネル ひかりTVチャンネル+,月曜 21:00 更新,2019年1月14日
2019-01-17,,配信,,dアニメストア,木曜 更新,2019年1月17日
2019-01-17,,配信,,ニコニコ動画,木曜 更新,2019年1月17日
2019-01-17,,配信,,AbemaTV,木曜 更新,2019年1月17日
2019-01-17,,配信,,GYAO!,木曜 更新,2019年1月17日
2019-01-17,,配信,,Rakuten TV,木曜 更新,2019年1月17日
2019-01-17,,配信,,バンダイチャンネル,木曜 更新,2019年1月17日
2019-01-17,,配信,,Hulu,木曜 更新,2019年1月17日
2019-01-17,,配信,,U-NEXT,木曜 更新,2019年1月17日
2019-01-17,,配信,,アニメ放題,木曜 更新,2019年1月17日
2019-01-17,,配信,,J:COMオンデマンド,木曜 更新,2019年1月17日
2019-01-17,,配信,,ビデオパス,木曜 更新,2019年1月17日
2019-01-17,,配信,,Amazon Prime Video,木曜 更新,2019年1月17日
2019-01-17,,配信,,FOD,木曜 更新,2019年1月17日
2019-01-17,,配信,,Netflix,木曜 更新,2019年1月17日
2019-01-17,,配信,,DMM.com,木曜 更新,2019年1月17日
2019-01-17,,配信,,ビデオマーケット,木曜 更新,2019年1月17日
2019-01-17,,配信,,ムービーフルPlus,木曜 更新,2019年1月17日
2019-01-17,,配信,,HAPPY!動画,木曜 更新,2019年1月17日
2019-01-17,,配信,,PlayStation Store,木曜 更新,2019年1月17日
2022-04-06,2022-06-29,放送,AT-X,,水曜 22:00 - 22:30,2022年4月6日 - 6月29日
2022-04-07,2022-06-30,放送,TOKYO MX,,木曜 1:05 - 1:35（水曜深夜）,2022年4月7日 - 6月30日
2022-04-07,2022-06-30,放送,KBS京都,,木曜 1:05 - 1:35（水曜深夜）,2022年4月7日 - 6月30日
2022-04-07,2022-06-30,放送,サンテレビ,,木曜 1:05 - 1:35（水曜深夜）,2022年4月7日 - 6月30日
2022-04-07,2022-06-30,放送,BS11,,木曜 23:00 - 23:30,2022年4月7日 - 6月30日
2022-04-08,2022-07-01,放送,テレビ愛知,,金曜 2:35 - 3:05（木曜深夜）,2022年4月8日 - 7月1日
2022-04-06,,配信,,ひかりTV,水曜 23:30 更新,2022年4月6日
2022-04-06,,配信,,dアニメストア,水曜 23:30 更新,2022年4月6日
2022-04-13,,配信,,ニコニコチャンネル[24],水曜 23:30 更新,2022年4月13日
2022-04-13,,配信,,ABEMA[25],水曜 23:30 - 木曜 0:00,2022年4月13日
2022-04-13,,配信,,GYAO!,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,FOD,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,バンダイチャンネル,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,Hulu,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,TELASA,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,J:COMオンデマンド,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,みるプラス見放題プレミアム,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,アニメ放題,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,Amazon Prime Video,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,Netflix,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,U-NEXT,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,Rakuten TV,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,DMM.com,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,music.jp,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,ビデオマーケット,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,ムービーフルPlus,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-13,,配信,,HAPPY!動画,水曜 23:30 以降順次更新,2022年4月13日以降順次
2022-04-14,,配信,,ニコニコ生放送[24],木曜 0:00 - 0:30（水曜深夜）,2022年4月14日
