開始,終了,タイプ,放送局,配信サイト,時間
2021-07-06,2021-09-28,放送,テレビ東京,,火曜 1:30 - 2:00（月曜深夜）
2021-07-07,2021-09-29,放送,BS11,,水曜 1:00 - 1:30（火曜深夜）
2021-07-08,2021-09-30,放送,WOWOW,,木曜 0:00 - 0:30（水曜深夜）
2021-07-09,2021-10-01,放送,北海道テレビ,,金曜 1:50 - 2:20（木曜深夜）
2021-07-10,2021-10-02,放送,アニマックス,,土曜 22:30 - 23:00
2021-07-06,,配信,,dアニメストア,火曜 0:00（月曜深夜）更新
2021-07-06,,配信,,Hulu,火曜 0:00（月曜深夜）更新
2021-07-13,,配信,,ニコニコ生放送,火曜 0:00 - 0:30（月曜深夜）
2021-07-13,,配信,,ABEMA,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,Amazon Prime Video,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,dTV,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,FOD,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,GYAO!,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,Netflix,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,バンダイチャンネル,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,Paravi,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,U-NEXT,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,アニメ放題,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,TELASA,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,milplus,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,auスマートパスプレミアム,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,ひかりTV,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,ビデオマーケット,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,ふらっと動画,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,DMM.com,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,GYAO!ストア,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,クランクイン！ビデオ,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,ニコニコチャンネル,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,ムービーフルPlus,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,HAPPY!動画,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,music.jp,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,TSUTAYA TV,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,YouTube,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,MIRAIL,火曜 0:00（月曜深夜）以降順次更新
2021-07-13,,配信,,Rakuten TV,火曜 0:00（月曜深夜）以降順次更新
