開始,終了,タイプ,放送局,配信サイト,時間
2022-01-13,2022-03-24,放送,フジテレビ,,木曜 0:55 - 1:25（水曜深夜）
2022-01-13,2022-03-24,放送,テレビ西日本,,木曜 1:55 - 2:25（水曜深夜）
2022-01-14,2022-04-01,放送,関西テレビ,,金曜 1:55 - 2:25（木曜深夜）
2022-01-17,2022-03-27,放送,北海道文化放送,,月曜 1:10 - 1:40（日曜深夜）
2022-01-20,2022-04-06,放送,BSフジ,,木曜 0:00 - 0:30（水曜深夜）
2022-01-23,2022-04-03,放送,東海テレビ,,日曜 1:45 - 2:15（土曜深夜）
2021-09-16,,配信,,FOD[1][2],木曜 0:00（水曜深夜） 更新
2022-01-13,,配信,,Netflix,木曜 12:00 更新
2022-01-13,,配信,,Amazon Prime Video,木曜 12:00 更新
2022-01-13,,配信,,アニメカ,木曜 12:00 更新
2022-01-13,,配信,,ひかりTV,木曜 12:00 更新
2022-01-13,,配信,,dアニメストア,木曜 12:00 更新
2022-01-13,,配信,,U-NEXT,木曜 12:00 更新
2022-01-13,,配信,,アニメ放題,木曜 12:00 更新
2022-01-13,,配信,,dTV,木曜 12:00 更新
2022-01-13,,配信,,バンダイチャンネル,木曜 12:00 更新
2022-01-14,,配信,,J:COMオンデマンド,金曜 12:00 更新
2022-01-14,,配信,,milplus,金曜 12:00 更新
2022-01-14,,配信,,,金曜 12:00 更新
2022-01-14,,配信,,,金曜 12:00 更新
2022-01-14,,配信,,,金曜 12:00 更新
