開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-04-13,2020-06-29,放送,TOKYO MX,,月曜 23:00 - 23:30,2020年4月13日 - 6月29日
2020-04-14,2020-06-30,放送,BSフジ,,火曜 0:00 - 0:30（月曜深夜）,2020年4月14日 - 6月30日
2020-04-14,2020-06-30,放送,ファミリー劇場,,火曜 0:00 - 0:30（月曜深夜）,2020年4月14日 - 6月30日
2020-04-18,2020-07-04,放送,岩手めんこいテレビ,,土曜 17:00 - 17:30,2020年4月18日 - 7月4日
2020-05-05,2020-07-28,放送,長崎文化放送,,火曜 1:54 - 2:21（月曜深夜）,2020年5月5日 - 7月28日
2020-04-14,,配信,,dアニメストア,火曜 12:00 更新,2020年4月14日
2020-04-19,,配信,,Amazonプライム・ビデオ,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,DMM.com,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,GYAO!,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,GYAO!ストア,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,Hulu,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,music.jp,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,Paravi,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,Rakuten TV,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,U-NEXT,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,あにてれ,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,アニメ放題,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,バンダイチャンネル,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,ファミリー劇場CLUB,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,ひかりTV,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,ビデオマーケット,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,ミレール,日曜 12:00 更新,2020年4月19日
2020-04-19,,配信,,ニコニコ生放送,日曜 21:30 - 22:00,2020年4月19日
2020-04-20,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新,2020年4月20日
2020-04-20,,配信,,TELASA,月曜 0:00（日曜深夜） 更新,2020年4月20日
2020-04-20,,配信,,みるプラス,月曜 0:00（日曜深夜） 更新,2020年4月20日
2020-04-20,,配信,,ABEMA,日曜 2:00（日曜深夜） 更新,2020年4月20日
2020-04-20,,配信,,ファミ劇Neo,月曜 22:00 更新,2020年4月20日
2020-04-20,,配信,,ファミ劇Neoプラス,月曜 22:00 更新,2020年4月20日
